,Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med,fasta_header
139,BGENL2984-24_r_1_s_50_BGENL2984-24,BGENL2984-24,7448517,1800,507,1569,0.0,189.0,94.82217973231356,97.0,>BGENL2984-24_r_1_s_50_BGENL2984-24
140,BGENL2975-24_r_1_s_100_BGENL2975-24,BGENL2975-24,8960314,13431,2258,1569,0.0,1522.0,978.8795411089866,976.0,>BGENL2975-24_r_1_s_100_BGENL2975-24
141,BGENL3023-24_r_1_s_50_BGENL3023-24,BGENL3023-24,11536265,43579,9247,1557,0.0,5831.0,3952.061657032755,4065.0,>BGENL3023-24_r_1_s_50_BGENL3023-24
142,BGENL3025-24_r_1.3_s_50_BGENL3025-24,BGENL3025-24,7945188,5712,2012,1554,0.0,787.0,367.6293436293436,531.0,>BGENL3025-24_r_1.3_s_50_BGENL3025-24
143,BGE00197-NC_r_1_s_50_BGE00197-NC,BGE00197-NC,1132,0,0,1539,0.0,0.0,0.0,0.0,>BGE00197-NC_r_1_s_50_BGE00197-NC
144,BGENL2960-24_r_1.3_s_100_BGENL2960-24,BGENL2960-24,11450259,731333,212513,1569,0.0,89288.0,57133.110898661565,60813.0,>BGENL2960-24_r_1.3_s_100_BGENL2960-24
145,BGENL2994-24_r_1_s_50_BGENL2994-24,BGENL2994-24,8906937,2164,603,1569,0.0,236.0,114.19120458891014,110.0,>BGENL2994-24_r_1_s_50_BGENL2994-24
146,BGENL2948-24_r_1.5_s_50_BGENL2948-24,BGENL2948-24,8002577,4301,747,1569,0.0,641.0,260.4282982791587,282.0,>BGENL2948-24_r_1.5_s_50_BGENL2948-24
147,BGENL2975-24_r_1.5_s_100_BGENL2975-24,BGENL2975-24,8960314,7696,2258,1569,0.0,1493.0,543.5678776290631,490.0,>BGENL2975-24_r_1.5_s_100_BGENL2975-24
148,BGENL3036-24_r_1.3_s_100_BGENL3036-24,BGENL3036-24,7750610,331,264,1554,0.0,77.0,19.01737451737452,9.0,>BGENL3036-24_r_1.3_s_100_BGENL3036-24
149,BGENL2960-24_r_1_s_100_BGENL2960-24,BGENL2960-24,11450259,781066,212513,1569,19.0,89312.0,61770.841300191205,63584.0,>BGENL2960-24_r_1_s_100_BGENL2960-24
150,BGENL2947-24_r_1.3_s_50_BGENL2947-24,BGENL2947-24,8229907,2128,304,1569,0.0,238.0,121.69216061185467,125.0,>BGENL2947-24_r_1.3_s_50_BGENL2947-24
151,BGENL2971-24_r_1.5_s_50_BGENL2971-24,BGENL2971-24,9749289,2412,2356,1569,0.0,392.0,121.38049713193116,127.0,>BGENL2971-24_r_1.5_s_50_BGENL2971-24
152,BGENL2975-24_r_1.3_s_100_BGENL2975-24,BGENL2975-24,8960314,11455,2258,1569,0.0,1504.0,826.1586998087954,829.0,>BGENL2975-24_r_1.3_s_100_BGENL2975-24
153,BGENL3016-24_r_1.3_s_100_BGENL3016-24,BGENL3016-24,9173406,13430,1903,1545,0.0,1659.0,1004.3320388349516,1080.0,>BGENL3016-24_r_1.3_s_100_BGENL3016-24
154,BGENL3032-24_r_1_s_100_BGENL3032-24,BGENL3032-24,9316877,439,463,1554,0.0,78.0,27.615830115830114,30.0,>BGENL3032-24_r_1_s_100_BGENL3032-24
155,BGENL2979-24_r_1_s_50_BGENL2979-24,BGENL2979-24,4065375,20556,795,1569,0.0,2541.0,1292.8240917782027,1322.0,>BGENL2979-24_r_1_s_50_BGENL2979-24
156,BGENL3033-24_r_1.5_s_100_BGENL3033-24,BGENL3033-24,9215653,970,243,1554,0.0,239.0,58.86486486486486,3.0,>BGENL3033-24_r_1.5_s_100_BGENL3033-24
157,BGENL3027-24_r_1_s_100_BGENL3027-24,BGENL3027-24,10252323,1268,546,1554,0.0,185.0,83.64092664092664,115.5,>BGENL3027-24_r_1_s_100_BGENL3027-24
158,BGENL3035-24_r_1_s_50_BGENL3035-24,BGENL3035-24,15706106,2836,399,1554,0.0,525.0,218.3841698841699,334.5,>BGENL3035-24_r_1_s_50_BGENL3035-24
159,BGENL2955-24_r_1.3_s_100_BGENL2955-24,BGENL2955-24,7183294,109465,2255,1569,0.0,13537.0,7484.160611854684,7203.0,>BGENL2955-24_r_1.3_s_100_BGENL2955-24
160,BGENL2949-24_r_1_s_100_BGENL2949-24,BGENL2949-24,2232909,259,902,1569,0.0,91.0,24.17208413001912,8.0,>BGENL2949-24_r_1_s_100_BGENL2949-24
161,BGENL3030-24_r_1.3_s_50_BGENL3030-24,BGENL3030-24,7620222,29065,5839,1554,0.0,4980.0,2049.521235521236,2712.0,>BGENL3030-24_r_1.3_s_50_BGENL3030-24
162,BGENL2980-24_r_1.5_s_50_BGENL2980-24,BGENL2980-24,8784436,5990,5451,1569,0.0,910.0,387.7189292543021,402.0,>BGENL2980-24_r_1.5_s_50_BGENL2980-24
163,BGENL2965-24_r_1.3_s_50_BGENL2965-24,BGENL2965-24,6387313,1290,111,1569,0.0,123.0,74.36137667304016,78.0,>BGENL2965-24_r_1.3_s_50_BGENL2965-24
164,BGENL2946-24_r_1.3_s_100_BGENL2946-24,BGENL2946-24,4098068,21377,10299,1569,0.0,3007.0,1234.6347992351816,1209.0,>BGENL2946-24_r_1.3_s_100_BGENL2946-24
165,BGENL3026-24_r_1.5_s_50_BGENL3026-24,BGENL3026-24,7857132,4502,2287,1554,0.0,785.0,253.25675675675677,148.5,>BGENL3026-24_r_1.5_s_50_BGENL3026-24
166,BGENL3013-24_r_1.5_s_100_BGENL3013-24,BGENL3013-24,10250437,8161,2280,1545,0.0,1483.0,788.9747572815534,819.0,>BGENL3013-24_r_1.5_s_100_BGENL3013-24
167,BGENL2992-24_r_1_s_100_BGENL2992-24,BGENL2992-24,7085993,6968,1212,1569,0.0,922.0,441.0860420650096,438.0,>BGENL2992-24_r_1_s_100_BGENL2992-24
168,BGENL2995-24_r_1_s_50_BGENL2995-24,BGENL2995-24,7915119,1431,2360,1569,0.0,281.0,89.60420650095602,70.0,>BGENL2995-24_r_1_s_50_BGENL2995-24
169,BGENL2966-24_r_1.5_s_100_BGENL2966-24,BGENL2966-24,5272672,474,282,1569,0.0,77.0,27.31357552581262,26.0,>BGENL2966-24_r_1.5_s_100_BGENL2966-24
170,BGENL3000-24_r_1.5_s_100_BGENL3000-24,BGENL3000-24,1232535,5,468,1569,0.0,4.0,0.2925430210325048,0.0,>BGENL3000-24_r_1.5_s_100_BGENL3000-24
171,BGENL2961-24_r_1.3_s_50_BGENL2961-24,BGENL2961-24,7045015,723,1207,1569,0.0,100.0,31.722753346080307,27.0,>BGENL2961-24_r_1.3_s_50_BGENL2961-24
172,BGENL2977-24_r_1.3_s_50_BGENL2977-24,BGENL2977-24,12253666,19657,139,1569,0.0,3024.0,1888.114722753346,1956.0,>BGENL2977-24_r_1.3_s_50_BGENL2977-24
173,BGENL3040-24_r_1_s_100_BGENL3040-24,BGENL3040-24,10999591,1978,134,1557,0.0,224.0,146.71868978805395,143.0,>BGENL3040-24_r_1_s_100_BGENL3040-24
174,BGENL2968-24_r_1_s_50_BGENL2968-24,BGENL2968-24,3803139,2657,2420,1569,0.0,308.0,136.09369024856596,129.0,>BGENL2968-24_r_1_s_50_BGENL2968-24
175,BGENL3003-24_r_1.3_s_50_BGENL3003-24,BGENL3003-24,1069630,19,263,1569,0.0,10.0,1.3135755258126196,0.0,>BGENL3003-24_r_1.3_s_50_BGENL3003-24
176,BGENL3037-24_r_1.5_s_100_BGENL3037-24,BGENL3037-24,11450613,651,724,1554,0.0,178.0,52.07722007722008,18.0,>BGENL3037-24_r_1.5_s_100_BGENL3037-24
177,BGENL3021-24_r_1.3_s_100_BGENL3021-24,BGENL3021-24,14357905,2425,168,1554,0.0,582.0,208.3918918918919,222.5,>BGENL3021-24_r_1.3_s_100_BGENL3021-24
178,BGENL2951-24_r_1.3_s_50_BGENL2951-24,BGENL2951-24,9919015,5409,235,1569,0.0,517.0,299.1472275334608,292.0,>BGENL2951-24_r_1.3_s_50_BGENL2951-24
179,BGENL2954-24_r_1_s_100_BGENL2954-24,BGENL2954-24,6823549,1313,211,1569,0.0,140.0,76.60994263862332,76.0,>BGENL2954-24_r_1_s_100_BGENL2954-24
180,BGENL2959-24_r_1.3_s_100_BGENL2959-24,BGENL2959-24,6819558,2366,529,1569,0.0,257.0,141.87189292543022,147.0,>BGENL2959-24_r_1.3_s_100_BGENL2959-24
181,BGENL3033-24_r_1_s_100_BGENL3033-24,BGENL3033-24,9215653,1650,243,1554,0.0,277.0,106.7200772200772,135.0,>BGENL3033-24_r_1_s_100_BGENL3033-24
182,BGENL2952-24_r_1.3_s_50_BGENL2952-24,BGENL2952-24,10177603,11696,1458,1569,0.0,1088.0,692.0592734225621,685.0,>BGENL2952-24_r_1.3_s_50_BGENL2952-24
183,BGENL3008-24_r_1_s_100_BGENL3008-24,BGENL3008-24,17067802,5951,1488,1569,0.0,621.0,487.2294455066922,517.0,>BGENL3008-24_r_1_s_100_BGENL3008-24
184,BGENL3033-24_r_1.3_s_100_BGENL3033-24,BGENL3033-24,9215653,1412,243,1554,0.0,268.0,89.2123552123552,101.0,>BGENL3033-24_r_1.3_s_100_BGENL3033-24
185,BGENL3017-24_r_1_s_100_BGENL3017-24,BGENL3017-24,11977080,2819,3457,1545,0.0,310.0,266.90097087378643,273.0,>BGENL3017-24_r_1_s_100_BGENL3017-24
186,BGENL3005-24_r_1.5_s_50_BGENL3005-24,BGENL3005-24,7621369,4392,3037,1569,0.0,687.0,239.37858508604205,227.0,>BGENL3005-24_r_1.5_s_50_BGENL3005-24
187,BGENL3037-24_r_1.3_s_100_BGENL3037-24,BGENL3037-24,11450613,1077,724,1554,0.0,254.0,89.79343629343629,39.0,>BGENL3037-24_r_1.3_s_100_BGENL3037-24
188,BGENL3011-24_r_1_s_50_BGENL3011-24,BGENL3011-24,8519354,7708,470,1569,0.0,805.0,545.3804971319312,558.0,>BGENL3011-24_r_1_s_50_BGENL3011-24
189,BGENL2986-24_r_1.3_s_50_BGENL2986-24,BGENL2986-24,7433889,3059,1381,1569,0.0,345.0,150.53728489483748,149.0,>BGENL2986-24_r_1.3_s_50_BGENL2986-24
190,BGENL3039-24_r_1.3_s_100_BGENL3039-24,BGENL3039-24,8664218,99269,528,1557,0.0,10381.0,6780.93063583815,7254.0,>BGENL3039-24_r_1.3_s_100_BGENL3039-24
191,BGENL3026-24_r_1.3_s_50_BGENL3026-24,BGENL3026-24,7857132,6153,2287,1554,0.0,814.0,367.2007722007722,517.5,>BGENL3026-24_r_1.3_s_50_BGENL3026-24
192,BGENL3004-24_r_1.3_s_100_BGENL3004-24,BGENL3004-24,4400931,249,627,1569,0.0,48.0,14.441682600382409,13.0,>BGENL3004-24_r_1.3_s_100_BGENL3004-24
193,BGENL2990-24_r_1.3_s_50_BGENL2990-24,BGENL2990-24,11362291,3549,2013,1569,0.0,470.0,295.5353728489484,335.0,>BGENL2990-24_r_1.3_s_50_BGENL2990-24
194,BGENL3030-24_r_1_s_50_BGENL3030-24,BGENL3030-24,7620222,35628,5839,1554,0.0,5730.0,2564.6138996139,3602.5,>BGENL3030-24_r_1_s_50_BGENL3030-24
195,BGENL3040-24_r_1.5_s_50_BGENL3040-24,BGENL3040-24,10999591,1654,134,1557,0.0,227.0,117.86127167630056,125.0,>BGENL3040-24_r_1.5_s_50_BGENL3040-24
196,BGENL2961-24_r_1.5_s_100_BGENL2961-24,BGENL2961-24,7045015,435,1207,1569,0.0,69.0,21.934990439770555,18.0,>BGENL2961-24_r_1.5_s_100_BGENL2961-24
197,BGENL3009-24_r_1.5_s_100_BGENL3009-24,BGENL3009-24,12827933,34759,2628,1569,0.0,5513.0,3095.5124282982792,3630.0,>BGENL3009-24_r_1.5_s_100_BGENL3009-24
198,BGENL2961-24_r_1_s_100_BGENL2961-24,BGENL2961-24,7045015,762,1207,1569,0.0,154.0,52.03632887189293,49.0,>BGENL2961-24_r_1_s_100_BGENL2961-24
199,BGENL2977-24_r_1.5_s_100_BGENL2977-24,BGENL2977-24,12253666,11701,139,1569,0.0,2891.0,1096.2695984703632,889.0,>BGENL2977-24_r_1.5_s_100_BGENL2977-24
200,BGENL2948-24_r_1.5_s_100_BGENL2948-24,BGENL2948-24,8002577,3774,747,1569,0.0,599.0,244.51434034416823,266.0,>BGENL2948-24_r_1.5_s_100_BGENL2948-24
201,BGENL2946-24_r_1_s_100_BGENL2946-24,BGENL2946-24,4098068,22655,10299,1569,0.0,3015.0,1323.2026768642447,1283.0,>BGENL2946-24_r_1_s_100_BGENL2946-24
202,BGENL2974-24_r_1_s_100_BGENL2974-24,BGENL2974-24,11263676,15928,3701,1569,0.0,1822.0,1273.9483747609945,1342.0,>BGENL2974-24_r_1_s_100_BGENL2974-24
203,BGENL2976-24_r_1_s_100_BGENL2976-24,BGENL2976-24,9066027,123211,30404,1569,0.0,17030.0,8580.990439770554,8677.0,>BGENL2976-24_r_1_s_100_BGENL2976-24
204,BGENL3035-24_r_1.5_s_100_BGENL3035-24,BGENL3035-24,15706106,1462,399,1554,0.0,387.0,127.6003861003861,29.5,>BGENL3035-24_r_1.5_s_100_BGENL3035-24
205,BGENL2979-24_r_1.3_s_100_BGENL2979-24,BGENL2979-24,4065375,14715,795,1569,0.0,2236.0,980.7896749521988,913.0,>BGENL2979-24_r_1.3_s_100_BGENL2979-24
206,BGENL3015-24_r_1.3_s_50_BGENL3015-24,BGENL3015-24,6828916,136,86,1545,0.0,22.0,8.242718446601941,7.0,>BGENL3015-24_r_1.3_s_50_BGENL3015-24
207,BGENL2947-24_r_1.5_s_50_BGENL2947-24,BGENL2947-24,8229907,1795,304,1569,0.0,234.0,103.54875717017208,108.0,>BGENL2947-24_r_1.5_s_50_BGENL2947-24
208,BGENL2963-24_r_1.3_s_100_BGENL2963-24,BGENL2963-24,7236077,3514,781,1569,47.0,337.0,199.4646271510516,191.0,>BGENL2963-24_r_1.3_s_100_BGENL2963-24
209,BGENL2956-24_r_1.5_s_100_BGENL2956-24,BGENL2956-24,9563841,2717,2435,1569,0.0,465.0,143.79923518164435,136.0,>BGENL2956-24_r_1.5_s_100_BGENL2956-24
210,BGENL2996-24_r_1_s_50_BGENL2996-24,BGENL2996-24,8893552,9254,901,1569,0.0,758.0,492.076481835564,481.0,>BGENL2996-24_r_1_s_50_BGENL2996-24
211,BGENL2983-24_r_1.5_s_100_BGENL2983-24,BGENL2983-24,6404446,655,505,1569,0.0,142.0,36.8585086042065,29.0,>BGENL2983-24_r_1.5_s_100_BGENL2983-24
212,BGENL2955-24_r_1.5_s_50_BGENL2955-24,BGENL2955-24,7183294,97508,2255,1569,0.0,13678.0,6250.162523900573,6648.0,>BGENL2955-24_r_1.5_s_50_BGENL2955-24
213,BGENL2965-24_r_1_s_100_BGENL2965-24,BGENL2965-24,6387313,1072,111,1569,0.0,113.0,71.1586998087954,74.0,>BGENL2965-24_r_1_s_100_BGENL2965-24
214,BGENL3009-24_r_1.3_s_50_BGENL3009-24,BGENL3009-24,12827933,46694,2628,1569,0.0,5533.0,4097.946462715106,4293.0,>BGENL3009-24_r_1.3_s_50_BGENL3009-24
215,BGE00197-NC_r_1.3_s_100_BGE00197-NC,BGE00197-NC,1132,0,0,1539,0.0,0.0,0.0,0.0,>BGE00197-NC_r_1.3_s_100_BGE00197-NC
216,BGENL2997-24_r_1.5_s_50_BGENL2997-24,BGENL2997-24,7965923,1240,1246,1569,0.0,213.0,62.92543021032505,57.0,>BGENL2997-24_r_1.5_s_50_BGENL2997-24
217,BGENL3003-24_r_1_s_50_BGENL3003-24,BGENL3003-24,1069630,143,263,1569,0.0,50.0,9.703632887189292,6.0,>BGENL3003-24_r_1_s_50_BGENL3003-24
218,BGENL3011-24_r_1.5_s_100_BGENL3011-24,BGENL3011-24,8519354,5236,470,1569,0.0,728.0,384.1797323135755,475.0,>BGENL3011-24_r_1.5_s_100_BGENL3011-24
219,BGENL2995-24_r_1.5_s_50_BGENL2995-24,BGENL2995-24,7915119,377,2360,1569,0.0,93.0,18.33652007648184,13.0,>BGENL2995-24_r_1.5_s_50_BGENL2995-24
220,BGENL3016-24_r_1.5_s_50_BGENL3016-24,BGENL3016-24,9173406,10721,1903,1545,0.0,1322.0,764.4834951456311,905.0,>BGENL3016-24_r_1.5_s_50_BGENL3016-24
221,BGENL2963-24_r_1.5_s_100_BGENL2963-24,BGENL2963-24,7236077,3145,781,1569,0.0,336.0,175.34225621414913,175.0,>BGENL2963-24_r_1.5_s_100_BGENL2963-24
222,BGENL2998-24_r_1.5_s_50_BGENL2998-24,BGENL2998-24,9691101,271,3975,1569,0.0,83.0,14.332695984703632,10.0,>BGENL2998-24_r_1.5_s_50_BGENL2998-24
223,BGENL3020-24_r_1_s_100_BGENL3020-24,BGENL3020-24,15193702,2133,346,1545,0.0,257.0,185.46990291262136,191.0,>BGENL3020-24_r_1_s_100_BGENL3020-24
224,BGENL3010-24_r_1_s_50_BGENL3010-24,BGENL3010-24,1938149,3875,1838,1569,0.0,420.0,205.74760994263863,203.0,>BGENL3010-24_r_1_s_50_BGENL3010-24
225,BGENL3008-24_r_1.3_s_50_BGENL3008-24,BGENL3008-24,17067802,6240,1488,1569,0.0,642.0,484.3097514340344,511.0,>BGENL3008-24_r_1.3_s_50_BGENL3008-24
226,BGENL2995-24_r_1_s_100_BGENL2995-24,BGENL2995-24,7915119,898,2360,1569,0.0,198.0,69.8508604206501,48.0,>BGENL2995-24_r_1_s_100_BGENL2995-24
227,BGENL3032-24_r_1_s_50_BGENL3032-24,BGENL3032-24,9316877,779,463,1554,0.0,106.0,39.3938223938224,45.0,>BGENL3032-24_r_1_s_50_BGENL3032-24
228,BGENL3023-24_r_1.5_s_100_BGENL3023-24,BGENL3023-24,11536265,22126,9247,1557,0.0,4490.0,2115.685934489403,2404.0,>BGENL3023-24_r_1.5_s_100_BGENL3023-24
229,BGENL2993-24_r_1.3_s_100_BGENL2993-24,BGENL2993-24,8615127,3098,317,1569,0.0,578.0,186.67686424474184,157.0,>BGENL2993-24_r_1.3_s_100_BGENL2993-24
230,BGENL2948-24_r_1.3_s_50_BGENL2948-24,BGENL2948-24,8002577,5198,747,1569,0.0,646.0,317.7934990439771,332.0,>BGENL2948-24_r_1.3_s_50_BGENL2948-24
231,BGENL2973-24_r_1.3_s_50_BGENL2973-24,BGENL2973-24,4001028,70880,13123,1569,0.0,9995.0,4406.969407265774,4327.0,>BGENL2973-24_r_1.3_s_50_BGENL2973-24
232,BGENL3039-24_r_1.5_s_100_BGENL3039-24,BGENL3039-24,8664218,78589,528,1557,0.0,10342.0,5376.102119460501,5929.0,>BGENL3039-24_r_1.5_s_100_BGENL3039-24
233,BGENL3033-24_r_1.5_s_50_BGENL3033-24,BGENL3033-24,9215653,1408,243,1554,0.0,343.0,71.08301158301158,4.0,>BGENL3033-24_r_1.5_s_50_BGENL3033-24
234,BGENL3007-24_r_1_s_50_BGENL3007-24,BGENL3007-24,9919590,28421,871,1569,0.0,3195.0,2304.4263862332696,2410.0,>BGENL3007-24_r_1_s_50_BGENL3007-24
235,BGENL2990-24_r_1_s_100_BGENL2990-24,BGENL2990-24,11362291,3967,2013,1569,0.0,459.0,347.0516252390057,362.0,>BGENL2990-24_r_1_s_100_BGENL2990-24
236,BGENL2990-24_r_1.5_s_100_BGENL2990-24,BGENL2990-24,11362291,1986,2013,1569,0.0,422.0,164.04971319311665,174.0,>BGENL2990-24_r_1.5_s_100_BGENL2990-24
237,BGENL2947-24_r_1_s_50_BGENL2947-24,BGENL2947-24,8229907,2367,304,1569,0.0,250.0,136.20650095602295,138.0,>BGENL2947-24_r_1_s_50_BGENL2947-24
238,BGENL2950-24_r_1_s_50_BGENL2950-24,BGENL2950-24,6071111,241709,16223,1569,34.0,26032.0,15696.476099426389,15528.0,>BGENL2950-24_r_1_s_50_BGENL2950-24
239,BGENL2963-24_r_1_s_100_BGENL2963-24,BGENL2963-24,7236077,3609,781,1569,71.0,343.0,207.37667304015292,201.0,>BGENL2963-24_r_1_s_100_BGENL2963-24
240,BGENL3015-24_r_1.5_s_100_BGENL3015-24,BGENL3015-24,6828916,86,86,1545,0.0,17.0,5.458252427184466,5.0,>BGENL3015-24_r_1.5_s_100_BGENL3015-24
241,BGENL2961-24_r_1.3_s_100_BGENL2961-24,BGENL2961-24,7045015,460,1207,1569,0.0,69.0,23.690248565965582,20.0,>BGENL2961-24_r_1.3_s_100_BGENL2961-24
242,BGENL2972-24_r_1_s_100_BGENL2972-24,BGENL2972-24,8548726,3258,1221,1569,0.0,386.0,201.1931166347992,214.0,>BGENL2972-24_r_1_s_100_BGENL2972-24
243,BGENL3005-24_r_1_s_50_BGENL3005-24,BGENL3005-24,7621369,8018,3037,1569,0.0,790.0,458.3613766730401,467.0,>BGENL3005-24_r_1_s_50_BGENL3005-24
244,BGENL2958-24_r_1.3_s_50_BGENL2958-24,BGENL2958-24,8709964,1240,3422,1569,0.0,226.0,68.38240917782026,64.0,>BGENL2958-24_r_1.3_s_50_BGENL2958-24
245,BGENL2962-24_r_1.3_s_50_BGENL2962-24,BGENL2962-24,7429274,3018,1358,1569,23.0,266.0,136.10133843212236,132.0,>BGENL2962-24_r_1.3_s_50_BGENL2962-24
246,BGENL2997-24_r_1_s_100_BGENL2997-24,BGENL2997-24,7965923,1736,1246,1569,0.0,233.0,113.87380497131932,109.0,>BGENL2997-24_r_1_s_100_BGENL2997-24
247,BGENL3036-24_r_1.5_s_50_BGENL3036-24,BGENL3036-24,7750610,493,264,1554,0.0,94.0,20.52123552123552,4.0,>BGENL3036-24_r_1.5_s_50_BGENL3036-24
248,BGENL2979-24_r_1.5_s_100_BGENL2979-24,BGENL2979-24,4065375,9620,795,1569,0.0,1930.0,622.7973231357553,565.0,>BGENL2979-24_r_1.5_s_100_BGENL2979-24
249,BGENL3022-24_r_1_s_50_BGENL3022-24,BGENL3022-24,11587165,2187,507,1557,0.0,196.0,128.52023121387282,133.0,>BGENL3022-24_r_1_s_50_BGENL3022-24
250,BGENL2988-24_r_1.3_s_50_BGENL2988-24,BGENL2988-24,1977549,1895,1027,1569,0.0,295.0,111.31931166347992,112.0,>BGENL2988-24_r_1.3_s_50_BGENL2988-24
251,BGENL2950-24_r_1.3_s_50_BGENL2950-24,BGENL2950-24,6071111,235337,16223,1569,13.0,25996.0,15426.139579349903,15323.0,>BGENL2950-24_r_1.3_s_50_BGENL2950-24
252,BGENL2995-24_r_1.5_s_100_BGENL2995-24,BGENL2995-24,7915119,264,2360,1569,0.0,84.0,14.854684512428298,11.0,>BGENL2995-24_r_1.5_s_100_BGENL2995-24
253,BGENL3006-24_r_1_s_50_BGENL3006-24,BGENL3006-24,7109238,14990,238,1569,0.0,1404.0,954.6309751434036,996.0,>BGENL3006-24_r_1_s_50_BGENL3006-24
254,BGENL2992-24_r_1.5_s_100_BGENL2992-24,BGENL2992-24,7085993,3892,1212,1569,0.0,699.0,235.82409177820267,225.0,>BGENL2992-24_r_1.5_s_100_BGENL2992-24
255,BGENL2956-24_r_1.5_s_50_BGENL2956-24,BGENL2956-24,9563841,3975,2435,1569,0.0,513.0,182.0076481835564,170.0,>BGENL2956-24_r_1.5_s_50_BGENL2956-24
256,BGENL2978-24_r_1_s_50_BGENL2978-24,BGENL2978-24,5092830,2184,639,1569,0.0,207.0,114.02676864244742,115.0,>BGENL2978-24_r_1_s_50_BGENL2978-24
257,BGENL3012-24_r_1.5_s_100_BGENL3012-24,BGENL3012-24,21349760,17001,80,1545,932.0,2027.0,1638.883495145631,1683.0,>BGENL3012-24_r_1.5_s_100_BGENL3012-24
258,BGENL2988-24_r_1.5_s_100_BGENL2988-24,BGENL2988-24,1977549,1164,1027,1569,0.0,268.0,73.05353728489484,72.0,>BGENL2988-24_r_1.5_s_100_BGENL2988-24
259,BGENL2981-24_r_1_s_100_BGENL2981-24,BGENL2981-24,6616980,1480,756,1569,0.0,200.0,99.61376673040154,97.0,>BGENL2981-24_r_1_s_100_BGENL2981-24
260,BGENL2956-24_r_1_s_50_BGENL2956-24,BGENL2956-24,9563841,6236,2435,1569,17.0,868.0,325.12045889101336,314.0,>BGENL2956-24_r_1_s_50_BGENL2956-24
261,BGENL2976-24_r_1.5_s_50_BGENL2976-24,BGENL2976-24,9066027,81778,30404,1569,0.0,11345.0,5081.179732313575,5406.0,>BGENL2976-24_r_1.5_s_50_BGENL2976-24
262,BGENL2984-24_r_1.3_s_100_BGENL2984-24,BGENL2984-24,7448517,858,507,1569,0.0,121.0,49.751434034416825,48.0,>BGENL2984-24_r_1.3_s_100_BGENL2984-24
263,BGENL2959-24_r_1_s_100_BGENL2959-24,BGENL2959-24,6819558,2485,529,1569,0.0,261.0,151.51816443594646,155.0,>BGENL2959-24_r_1_s_100_BGENL2959-24
264,BGENL2999-24_r_1_s_50_BGENL2999-24,BGENL2999-24,4212303,3609,1433,1569,0.0,510.0,179.07074569789674,173.0,>BGENL2999-24_r_1_s_50_BGENL2999-24
265,BGENL3036-24_r_1.3_s_50_BGENL3036-24,BGENL3036-24,7750610,633,264,1554,0.0,94.0,27.671814671814676,18.5,>BGENL3036-24_r_1.3_s_50_BGENL3036-24
266,BGENL3019-24_r_1.5_s_50_BGENL3019-24,BGENL3019-24,16701291,6200,700,1545,0.0,737.0,570.9475728155339,633.0,>BGENL3019-24_r_1.5_s_50_BGENL3019-24
267,BGENL3007-24_r_1.3_s_50_BGENL3007-24,BGENL3007-24,9919590,27093,871,1569,0.0,3137.0,2218.692160611855,2354.0,>BGENL3007-24_r_1.3_s_50_BGENL3007-24
268,BGENL3024-24_r_1.3_s_100_BGENL3024-24,BGENL3024-24,7923418,1280,88,1557,0.0,173.0,82.46050096339114,80.0,>BGENL3024-24_r_1.3_s_100_BGENL3024-24
269,BGENL3000-24_r_1.5_s_50_BGENL3000-24,BGENL3000-24,1232535,13,468,1569,0.0,4.0,0.5430210325047801,0.0,>BGENL3000-24_r_1.5_s_50_BGENL3000-24
270,BGENL2984-24_r_1.5_s_100_BGENL2984-24,BGENL2984-24,7448517,534,507,1569,0.0,103.0,30.038240917782023,26.0,>BGENL2984-24_r_1.5_s_100_BGENL2984-24
271,BGENL2977-24_r_1_s_50_BGENL2977-24,BGENL2977-24,12253666,24240,139,1569,0.0,3054.0,2282.053537284895,2337.0,>BGENL2977-24_r_1_s_50_BGENL2977-24
272,BGENL3010-24_r_1.3_s_100_BGENL3010-24,BGENL3010-24,1938149,2534,1838,1569,0.0,341.0,146.2619502868069,140.0,>BGENL3010-24_r_1.3_s_100_BGENL3010-24
273,BGENL2987-24_r_1.3_s_50_BGENL2987-24,BGENL2987-24,1531429,1335,292,1569,0.0,169.0,71.65391969407266,68.0,>BGENL2987-24_r_1.3_s_50_BGENL2987-24
274,BGENL3003-24_r_1.5_s_50_BGENL3003-24,BGENL3003-24,1069630,6,263,1569,0.0,4.0,0.2313575525812619,0.0,>BGENL3003-24_r_1.5_s_50_BGENL3003-24
275,BGENL3010-24_r_1_s_100_BGENL3010-24,BGENL3010-24,1938149,2829,1838,1569,0.0,386.0,169.23326959847037,166.0,>BGENL3010-24_r_1_s_100_BGENL3010-24
276,BGENL2957-24_r_1.5_s_100_BGENL2957-24,BGENL2957-24,9898133,3754,2605,1569,0.0,584.0,212.7342256214149,200.0,>BGENL2957-24_r_1.5_s_100_BGENL2957-24
277,BGENL2986-24_r_1_s_50_BGENL2986-24,BGENL2986-24,7433889,4141,1381,1569,0.0,391.0,213.0669216061185,225.0,>BGENL2986-24_r_1_s_50_BGENL2986-24
278,BGENL2979-24_r_1.5_s_50_BGENL2979-24,BGENL2979-24,4065375,10965,795,1569,0.0,1956.0,665.736137667304,667.0,>BGENL2979-24_r_1.5_s_50_BGENL2979-24
