,Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med,fasta_header
142,BSCRO517-24_r_1.5_s_100_BSCRO517-24,BSCRO517-24,7778587,613,107,1536,0.0,64.0,36.853515625,42.0,>BSCRO517-24_r_1.5_s_100_BSCRO517-24
143,BSCRO509-24_r_1_s_50_BSCRO509-24,BSCRO509-24,1275688,162,180,1536,0.0,35.0,9.939453125,6.0,>BSCRO509-24_r_1_s_50_BSCRO509-24
144,BSCRO544-24_r_1.5_s_50_BSCRO544-24,BSCRO544-24,7599247,309,35,1533,0.0,47.0,17.737769080234834,17.0,>BSCRO544-24_r_1.5_s_50_BSCRO544-24
145,BSCRO504-24_r_1.3_s_100_BSCRO504-24,BSCRO504-24,12458427,700,269,1539,19.0,94.0,45.721247563352826,41.0,>BSCRO504-24_r_1.3_s_100_BSCRO504-24
146,BSCRO560-24_r_1.5_s_50_BSCRO560-24,BSCRO560-24,654996,90,86,1533,0.0,31.0,5.849315068493151,3.0,>BSCRO560-24_r_1.5_s_50_BSCRO560-24
147,BSCRO484-24_r_1.3_s_50_BSCRO484-24,BSCRO484-24,9828688,440,542,1563,0.0,91.0,24.178502879078696,20.0,>BSCRO484-24_r_1.3_s_50_BSCRO484-24
148,BSCRO511-24_r_1_s_100_BSCRO511-24,BSCRO511-24,3285220,242,481,1536,0.0,54.0,24.3203125,26.0,>BSCRO511-24_r_1_s_100_BSCRO511-24
149,BSCRO550-24_r_1.5_s_50_BSCRO550-24,BSCRO550-24,7884809,494,294,1533,0.0,77.0,36.56947162426614,37.0,>BSCRO550-24_r_1.5_s_50_BSCRO550-24
150,BSCRO555-24_r_1.3_s_50_BSCRO555-24,BSCRO555-24,8620109,928,504,1533,0.0,107.0,61.681017612524464,62.0,>BSCRO555-24_r_1.3_s_50_BSCRO555-24
151,BSCRO527-24_r_1_s_50_BSCRO527-24,BSCRO527-24,6585684,1554,827,1533,0.0,163.0,111.27005870841488,110.0,>BSCRO527-24_r_1_s_50_BSCRO527-24
152,BSCRO540-24_r_1.5_s_100_BSCRO540-24,BSCRO540-24,2737014,133,669,1533,0.0,59.0,11.495107632093934,7.0,>BSCRO540-24_r_1.5_s_100_BSCRO540-24
153,BSCRO563-24_r_1.3_s_100_BSCRO563-24,BSCRO563-24,2872481,126,432,1533,0.0,43.0,11.77495107632094,7.0,>BSCRO563-24_r_1.3_s_100_BSCRO563-24
154,BSCRO477-24_r_1.3_s_50_BSCRO477-24,BSCRO477-24,6152942,482,643,1563,0.0,108.0,30.441458733205373,29.0,>BSCRO477-24_r_1.3_s_50_BSCRO477-24
155,BSCRO477-24_r_1.5_s_50_BSCRO477-24,BSCRO477-24,6152942,216,643,1563,0.0,87.0,12.385796545105569,9.0,>BSCRO477-24_r_1.5_s_50_BSCRO477-24
156,BSCRO494-24_r_1.3_s_100_BSCRO494-24,BSCRO494-24,8584083,529,585,1533,0.0,72.0,44.025440313111545,43.0,>BSCRO494-24_r_1.3_s_100_BSCRO494-24
157,BSCRO514-24_r_1.3_s_100_BSCRO514-24,BSCRO514-24,10388786,1147,160,1536,0.0,160.0,94.2265625,96.5,>BSCRO514-24_r_1.3_s_100_BSCRO514-24
158,BSCRO523-24_r_1.5_s_50_BSCRO523-24,BSCRO523-24,5727441,802,444,1536,0.0,106.0,58.474609375,63.0,>BSCRO523-24_r_1.5_s_50_BSCRO523-24
159,BSCRO570-24_r_1.3_s_50_BSCRO570-24,BSCRO570-24,10811046,446,429,1563,0.0,78.0,29.408829174664103,32.0,>BSCRO570-24_r_1.3_s_50_BSCRO570-24
160,BSCRO539-24_r_1_s_50_BSCRO539-24,BSCRO539-24,6256725,1299,846,1533,0.0,204.0,86.06262230919765,86.0,>BSCRO539-24_r_1_s_50_BSCRO539-24
161,BSCRO567-24_r_1.3_s_100_BSCRO567-24,BSCRO567-24,8016721,133,348,1563,0.0,29.0,10.1573896353167,9.0,>BSCRO567-24_r_1.3_s_100_BSCRO567-24
162,BSCRO567-24_r_1_s_50_BSCRO567-24,BSCRO567-24,8016721,512,348,1563,0.0,69.0,25.080614203454893,25.0,>BSCRO567-24_r_1_s_50_BSCRO567-24
163,BSCRO499-24_r_1.5_s_50_BSCRO499-24,BSCRO499-24,5469568,577,25,1533,0.0,60.0,34.534246575342465,35.0,>BSCRO499-24_r_1.5_s_50_BSCRO499-24
164,BSCRO480-24_r_1.3_s_100_BSCRO480-24,BSCRO480-24,9604338,214,914,1563,0.0,61.0,15.884836852207291,16.0,>BSCRO480-24_r_1.3_s_100_BSCRO480-24
165,BSCRO491-24_r_1_s_50_BSCRO491-24,BSCRO491-24,7421223,1024,243,1533,0.0,83.0,54.64383561643836,55.0,>BSCRO491-24_r_1_s_50_BSCRO491-24
166,BSCRO559-24_r_1.5_s_50_BSCRO559-24,BSCRO559-24,9493096,455,5337,1533,0.0,209.0,36.48727984344423,9.0,>BSCRO559-24_r_1.5_s_50_BSCRO559-24
167,BSCRO509-24_r_1.5_s_100_BSCRO509-24,BSCRO509-24,1275688,42,180,1536,0.0,16.0,2.76953125,2.0,>BSCRO509-24_r_1.5_s_100_BSCRO509-24
168,BSCRO499-24_r_1_s_50_BSCRO499-24,BSCRO499-24,5469568,689,25,1533,0.0,61.0,38.72211350293542,38.0,>BSCRO499-24_r_1_s_50_BSCRO499-24
169,BSCRO511-24_r_1.5_s_50_BSCRO511-24,BSCRO511-24,3285220,120,481,1536,0.0,48.0,7.77734375,1.0,>BSCRO511-24_r_1.5_s_50_BSCRO511-24
170,BSCRO529-24_r_1_s_50_BSCRO529-24,BSCRO529-24,8341319,863,117,1533,0.0,120.0,51.70254403131116,51.0,>BSCRO529-24_r_1_s_50_BSCRO529-24
171,BSCRO537-24_r_1.3_s_50_BSCRO537-24,BSCRO537-24,13998658,2030,33,1533,0.0,224.0,132.412915851272,121.0,>BSCRO537-24_r_1.3_s_50_BSCRO537-24
172,BSCRO491-24_r_1_s_100_BSCRO491-24,BSCRO491-24,7421223,673,243,1533,0.0,67.0,43.776908023483365,45.0,>BSCRO491-24_r_1_s_100_BSCRO491-24
173,BSCRO535-24_r_1.3_s_100_BSCRO535-24,BSCRO535-24,8163626,1132,654,1533,0.0,127.0,96.25244618395304,97.0,>BSCRO535-24_r_1.3_s_100_BSCRO535-24
174,BSCRO509-24_r_1_s_100_BSCRO509-24,BSCRO509-24,1275688,100,180,1536,0.0,33.0,7.951171875,3.0,>BSCRO509-24_r_1_s_100_BSCRO509-24
175,BSCRO541-24_r_1_s_50_BSCRO541-24,BSCRO541-24,2918310,654,324,1533,0.0,101.0,43.31702544031311,45.0,>BSCRO541-24_r_1_s_50_BSCRO541-24
176,BSCRO534-24_r_1.5_s_50_BSCRO534-24,BSCRO534-24,8645621,1370,563,1533,0.0,200.0,123.07045009784736,121.0,>BSCRO534-24_r_1.5_s_50_BSCRO534-24
177,BSCRO521-24_r_1.5_s_50_BSCRO521-24,BSCRO521-24,7230546,677,4,1536,0.0,79.0,38.677734375,39.0,>BSCRO521-24_r_1.5_s_50_BSCRO521-24
178,BSCRO561-24_r_1.3_s_100_BSCRO561-24,BSCRO561-24,615787,39,53,1533,0.0,26.0,3.003913894324853,0.0,>BSCRO561-24_r_1.3_s_100_BSCRO561-24
179,BSCRO540-24_r_1.3_s_50_BSCRO540-24,BSCRO540-24,2737014,331,669,1533,0.0,74.0,23.15655577299413,18.0,>BSCRO540-24_r_1.3_s_50_BSCRO540-24
180,BSCRO498-24_r_1.3_s_100_BSCRO498-24,BSCRO498-24,8314137,219,758,1533,0.0,33.0,16.20352250489237,17.0,>BSCRO498-24_r_1.3_s_100_BSCRO498-24
181,BSCRO548-24_r_1.3_s_50_BSCRO548-24,BSCRO548-24,6487334,672,623,1533,0.0,91.0,52.94324853228963,57.0,>BSCRO548-24_r_1.3_s_50_BSCRO548-24
182,BSCRO559-24_r_1.3_s_50_BSCRO559-24,BSCRO559-24,9493096,1199,5337,1533,0.0,472.0,105.00391389432484,64.0,>BSCRO559-24_r_1.3_s_50_BSCRO559-24
183,BSCRO543-24_r_1.5_s_50_BSCRO543-24,BSCRO543-24,7145880,341,44,1533,0.0,47.0,18.53620352250489,20.0,>BSCRO543-24_r_1.5_s_50_BSCRO543-24
184,BSCRO492-24_r_1_s_50_BSCRO492-24,BSCRO492-24,7033016,1079,263,1533,1.0,107.0,55.35029354207436,53.0,>BSCRO492-24_r_1_s_50_BSCRO492-24
185,BSCRO497-24_r_1_s_50_BSCRO497-24,BSCRO497-24,8664802,1621,400,1533,0.0,155.0,105.013698630137,107.0,>BSCRO497-24_r_1_s_50_BSCRO497-24
186,BSCRO566-24_r_1.5_s_50_BSCRO566-24,BSCRO566-24,9118790,237,34,1563,0.0,54.0,14.103646833013435,11.0,>BSCRO566-24_r_1.5_s_50_BSCRO566-24
187,BSCRO545-24_r_1.3_s_100_BSCRO545-24,BSCRO545-24,1337250,84,44,1533,0.0,15.0,6.138943248532289,4.0,>BSCRO545-24_r_1.3_s_100_BSCRO545-24
188,BSCRO547-24_r_1_s_50_BSCRO547-24,BSCRO547-24,12045680,1212,836,1533,0.0,122.0,83.25831702544032,86.0,>BSCRO547-24_r_1_s_50_BSCRO547-24
189,BSCRO564-24_r_1.5_s_50_BSCRO564-24,BSCRO564-24,1532767,85,229,1533,0.0,38.0,5.710371819960861,2.0,>BSCRO564-24_r_1.5_s_50_BSCRO564-24
190,BSCRO506-24_r_1_s_100_BSCRO506-24,BSCRO506-24,8165070,743,0,1539,17.0,84.0,52.89863547758284,53.0,>BSCRO506-24_r_1_s_100_BSCRO506-24
191,BSCRO522-24_r_1.5_s_100_BSCRO522-24,BSCRO522-24,8825363,970,826,1536,0.0,137.0,93.033203125,106.0,>BSCRO522-24_r_1.5_s_100_BSCRO522-24
192,BSCRO498-24_r_1_s_100_BSCRO498-24,BSCRO498-24,8314137,269,758,1533,0.0,42.0,20.851272015655574,20.0,>BSCRO498-24_r_1_s_100_BSCRO498-24
193,BSCRO567-24_r_1.5_s_50_BSCRO567-24,BSCRO567-24,8016721,154,348,1563,0.0,38.0,6.7389635316698655,6.0,>BSCRO567-24_r_1.5_s_50_BSCRO567-24
194,BSCRO496-24_r_1.5_s_100_BSCRO496-24,BSCRO496-24,8643189,245,408,1533,0.0,45.0,18.870841487279844,19.0,>BSCRO496-24_r_1.5_s_100_BSCRO496-24
195,BSCRO553-24_r_1.5_s_100_BSCRO553-24,BSCRO553-24,6901633,358,160,1533,0.0,53.0,22.82387475538161,24.0,>BSCRO553-24_r_1.5_s_100_BSCRO553-24
196,BSCRO550-24_r_1.3_s_100_BSCRO550-24,BSCRO550-24,7884809,498,294,1533,0.0,89.0,42.47945205479452,42.0,>BSCRO550-24_r_1.3_s_100_BSCRO550-24
197,BSCRO522-24_r_1_s_50_BSCRO522-24,BSCRO522-24,8825363,1738,826,1536,69.0,231.0,130.271484375,126.0,>BSCRO522-24_r_1_s_50_BSCRO522-24
198,BSCRO518-24_r_1.3_s_100_BSCRO518-24,BSCRO518-24,8487191,744,16,1536,4.0,93.0,61.80859375,65.5,>BSCRO518-24_r_1.3_s_100_BSCRO518-24
199,BSCRO526-24_r_1.3_s_100_BSCRO526-24,BSCRO526-24,6000511,722,32,1533,0.0,79.0,54.96673189823875,55.0,>BSCRO526-24_r_1.3_s_100_BSCRO526-24
200,BSCRO553-24_r_1_s_100_BSCRO553-24,BSCRO553-24,6901633,455,160,1533,0.0,58.0,30.659491193737768,31.0,>BSCRO553-24_r_1_s_100_BSCRO553-24
201,BSCRO568-24_r_1.5_s_50_BSCRO568-24,BSCRO568-24,6746249,146,636,1563,0.0,39.0,8.880998080614203,6.0,>BSCRO568-24_r_1.5_s_50_BSCRO568-24
202,BSCRO522-24_r_1_s_100_BSCRO522-24,BSCRO522-24,8825363,1201,826,1536,43.0,151.0,113.94140625,116.0,>BSCRO522-24_r_1_s_100_BSCRO522-24
203,BSCRO536-24_r_1.3_s_100_BSCRO536-24,BSCRO536-24,11157790,512,120,1533,0.0,71.0,41.26027397260274,40.0,>BSCRO536-24_r_1.3_s_100_BSCRO536-24
204,BSCRO481-24_r_1.5_s_50_BSCRO481-24,BSCRO481-24,5048484,81,176,1563,0.0,26.0,3.0652591170825336,1.0,>BSCRO481-24_r_1.5_s_50_BSCRO481-24
205,BSCRO557-24_r_1.5_s_100_BSCRO557-24,BSCRO557-24,10149740,431,344,1533,0.0,73.0,34.894324853228966,37.0,>BSCRO557-24_r_1.5_s_100_BSCRO557-24
206,BSCRO559-24_r_1.5_s_100_BSCRO559-24,BSCRO559-24,9493096,367,5337,1533,0.0,190.0,34.054794520547944,8.0,>BSCRO559-24_r_1.5_s_100_BSCRO559-24
207,BSCRO506-24_r_1.5_s_100_BSCRO506-24,BSCRO506-24,8165070,663,0,1539,5.0,84.0,47.43859649122807,50.0,>BSCRO506-24_r_1.5_s_100_BSCRO506-24
208,BSCRO568-24_r_1_s_50_BSCRO568-24,BSCRO568-24,6746249,497,636,1563,0.0,57.0,29.5873320537428,30.0,>BSCRO568-24_r_1_s_50_BSCRO568-24
209,BSCRO512-24_r_1.3_s_100_BSCRO512-24,BSCRO512-24,8268631,1035,816,1536,0.0,132.0,79.6875,83.5,>BSCRO512-24_r_1.3_s_100_BSCRO512-24
210,BSCRO505-24_r_1.3_s_100_BSCRO505-24,BSCRO505-24,8323697,1128,137,1539,39.0,145.0,92.49122807017544,94.0,>BSCRO505-24_r_1.3_s_100_BSCRO505-24
211,BSCRO530-24_r_1.3_s_50_BSCRO530-24,BSCRO530-24,10478083,1820,233,1533,0.0,152.0,102.90998043052838,105.0,>BSCRO530-24_r_1.3_s_50_BSCRO530-24
212,BSCRO503-24_r_1.3_s_50_BSCRO503-24,BSCRO503-24,8017074,840,105,1539,22.0,91.0,51.08187134502924,49.0,>BSCRO503-24_r_1.3_s_50_BSCRO503-24
213,BSCRO482-24_r_1_s_50_BSCRO482-24,BSCRO482-24,9867505,815,787,1563,0.0,118.0,53.10748560460653,48.0,>BSCRO482-24_r_1_s_50_BSCRO482-24
214,BSCRO507-24_r_1.5_s_100_BSCRO507-24,BSCRO507-24,1393646,145,22,1539,0.0,22.0,10.085769980506823,11.0,>BSCRO507-24_r_1.5_s_100_BSCRO507-24
215,BSCRO536-24_r_1_s_100_BSCRO536-24,BSCRO536-24,11157790,533,120,1533,0.0,71.0,42.743639921722114,41.0,>BSCRO536-24_r_1_s_100_BSCRO536-24
216,BSCRO523-24_r_1_s_50_BSCRO523-24,BSCRO523-24,5727441,1090,444,1536,32.0,129.0,72.169921875,71.0,>BSCRO523-24_r_1_s_50_BSCRO523-24
217,BSCRO532-24_r_1.5_s_50_BSCRO532-24,BSCRO532-24,6507404,1352,524,1533,0.0,142.0,95.9549902152642,103.0,>BSCRO532-24_r_1.5_s_50_BSCRO532-24
218,BSCRO479-24_r_1.3_s_100_BSCRO479-24,BSCRO479-24,7329376,166,619,1563,0.0,32.0,10.884836852207291,10.0,>BSCRO479-24_r_1.3_s_100_BSCRO479-24
219,BSCRO564-24_r_1_s_100_BSCRO564-24,BSCRO564-24,1532767,195,229,1533,0.0,56.0,19.37573385518591,17.0,>BSCRO564-24_r_1_s_100_BSCRO564-24
220,BSCRO567-24_r_1_s_100_BSCRO567-24,BSCRO567-24,8016721,198,348,1563,0.0,34.0,15.520153550863723,17.0,>BSCRO567-24_r_1_s_100_BSCRO567-24
221,BSCRO482-24_r_1.5_s_100_BSCRO482-24,BSCRO482-24,9867505,191,787,1563,0.0,54.0,14.314779270633398,11.0,>BSCRO482-24_r_1.5_s_100_BSCRO482-24
222,BSCRO550-24_r_1.5_s_100_BSCRO550-24,BSCRO550-24,7884809,400,294,1533,0.0,76.0,33.67710371819961,32.0,>BSCRO550-24_r_1.5_s_100_BSCRO550-24
223,BSCRO553-24_r_1.5_s_50_BSCRO553-24,BSCRO553-24,6901633,526,160,1533,0.0,65.0,27.91585127201565,28.0,>BSCRO553-24_r_1.5_s_50_BSCRO553-24
224,BSCRO522-24_r_1.3_s_100_BSCRO522-24,BSCRO522-24,8825363,1087,826,1536,0.0,150.0,104.0078125,114.0,>BSCRO522-24_r_1.3_s_100_BSCRO522-24
225,BSCRO487-24_r_1_s_100_BSCRO487-24,BSCRO487-24,4505559,45,54,1563,0.0,15.0,2.5738963531669867,0.0,>BSCRO487-24_r_1_s_100_BSCRO487-24
226,BSCRO530-24_r_1_s_100_BSCRO530-24,BSCRO530-24,10478083,1364,233,1533,0.0,139.0,91.86105675146771,94.0,>BSCRO530-24_r_1_s_100_BSCRO530-24
227,BSCRO562-24_r_1.5_s_100_BSCRO562-24,BSCRO562-24,1108167,65,113,1533,0.0,31.0,5.7925636007827785,2.0,>BSCRO562-24_r_1.5_s_100_BSCRO562-24
228,BSCRO533-24_r_1.5_s_100_BSCRO533-24,BSCRO533-24,11847000,1400,89,1533,0.0,205.0,122.78864970645792,133.0,>BSCRO533-24_r_1.5_s_100_BSCRO533-24
229,BSCRO521-24_r_1_s_100_BSCRO521-24,BSCRO521-24,7230546,548,4,1536,6.0,73.0,36.88671875,37.0,>BSCRO521-24_r_1_s_100_BSCRO521-24
230,BSCRO556-24_r_1.3_s_50_BSCRO556-24,BSCRO556-24,16060913,1720,29,1533,0.0,204.0,104.60665362035223,108.0,>BSCRO556-24_r_1.3_s_50_BSCRO556-24
231,BSCRO538-24_r_1.3_s_100_BSCRO538-24,BSCRO538-24,9402121,717,372,1533,0.0,81.0,50.18590998043053,49.0,>BSCRO538-24_r_1.3_s_100_BSCRO538-24
232,BSCRO488-24_r_1.3_s_50_BSCRO488-24,BSCRO488-24,7290553,233,11,1563,0.0,37.0,12.854126679462572,12.0,>BSCRO488-24_r_1.3_s_50_BSCRO488-24
233,BSCRO548-24_r_1.3_s_100_BSCRO548-24,BSCRO548-24,6487334,527,623,1533,0.0,78.0,48.6614481409002,52.0,>BSCRO548-24_r_1.3_s_100_BSCRO548-24
234,BSCRO569-24_r_1.5_s_50_BSCRO569-24,BSCRO569-24,11474835,434,48,1563,0.0,113.0,21.95201535508637,15.0,>BSCRO569-24_r_1.5_s_50_BSCRO569-24
235,BSCRO566-24_r_1_s_100_BSCRO566-24,BSCRO566-24,9118790,475,34,1563,0.0,122.0,42.62380038387716,37.0,>BSCRO566-24_r_1_s_100_BSCRO566-24
236,BGE00509-NC_r_1.5_s_100_BGE00509-NC,BGE00509-NC,5246858,80,709,1539,0.0,44.0,6.058479532163743,0.0,>BGE00509-NC_r_1.5_s_100_BGE00509-NC
237,BSCRO543-24_r_1.3_s_50_BSCRO543-24,BSCRO543-24,7145880,505,44,1533,0.0,66.0,27.270058708414872,27.0,>BSCRO543-24_r_1.3_s_50_BSCRO543-24
238,BSCRO490-24_r_1_s_100_BSCRO490-24,BSCRO490-24,10566446,717,581,1563,0.0,102.0,58.27639155470249,63.0,>BSCRO490-24_r_1_s_100_BSCRO490-24
239,BSCRO552-24_r_1.5_s_50_BSCRO552-24,BSCRO552-24,7551975,269,185,1533,0.0,45.0,13.604696673189824,10.0,>BSCRO552-24_r_1.5_s_50_BSCRO552-24
240,BSCRO502-24_r_1.5_s_100_BSCRO502-24,BSCRO502-24,6726105,1006,487,1533,0.0,116.0,72.84344422700588,71.0,>BSCRO502-24_r_1.5_s_100_BSCRO502-24
241,BSCRO505-24_r_1_s_100_BSCRO505-24,BSCRO505-24,8323697,1152,137,1539,46.0,146.0,94.13060428849904,95.0,>BSCRO505-24_r_1_s_100_BSCRO505-24
242,BSCRO513-24_r_1.3_s_50_BSCRO513-24,BSCRO513-24,8977209,1928,140,1536,14.0,220.0,147.556640625,156.0,>BSCRO513-24_r_1.3_s_50_BSCRO513-24
243,BSCRO539-24_r_1.3_s_100_BSCRO539-24,BSCRO539-24,6256725,515,846,1533,0.0,138.0,37.38160469667319,23.0,>BSCRO539-24_r_1.3_s_100_BSCRO539-24
244,BSCRO505-24_r_1.5_s_100_BSCRO505-24,BSCRO505-24,8323697,1022,137,1539,5.0,143.0,83.50487329434698,85.0,>BSCRO505-24_r_1.5_s_100_BSCRO505-24
245,BSCRO531-24_r_1.3_s_50_BSCRO531-24,BSCRO531-24,6966649,1713,54,1533,0.0,159.0,126.0156555772994,131.0,>BSCRO531-24_r_1.3_s_50_BSCRO531-24
246,BSCRO534-24_r_1.3_s_50_BSCRO534-24,BSCRO534-24,8645621,1621,563,1533,0.0,204.0,142.1115459882583,140.0,>BSCRO534-24_r_1.3_s_50_BSCRO534-24
247,BSCRO514-24_r_1.5_s_50_BSCRO514-24,BSCRO514-24,10388786,1250,160,1536,0.0,163.0,93.849609375,99.0,>BSCRO514-24_r_1.5_s_50_BSCRO514-24
248,BSCRO543-24_r_1_s_100_BSCRO543-24,BSCRO543-24,7145880,376,44,1533,0.0,44.0,28.41291585127201,28.0,>BSCRO543-24_r_1_s_100_BSCRO543-24
249,BSCRO486-24_r_1.5_s_100_BSCRO486-24,BSCRO486-24,5192966,42,301,1563,0.0,15.0,2.706333973128599,0.0,>BSCRO486-24_r_1.5_s_100_BSCRO486-24
250,BSCRO518-24_r_1_s_50_BSCRO518-24,BSCRO518-24,8487191,1160,16,1536,29.0,116.0,78.09765625,77.0,>BSCRO518-24_r_1_s_50_BSCRO518-24
251,BSCRO489-24_r_1.5_s_50_BSCRO489-24,BSCRO489-24,6973413,149,850,1563,0.0,36.0,8.848368522072937,6.0,>BSCRO489-24_r_1.5_s_50_BSCRO489-24
252,BSCRO508-24_r_1.3_s_100_BSCRO508-24,BSCRO508-24,6056059,741,78,1539,11.0,91.0,51.92397660818713,50.0,>BSCRO508-24_r_1.3_s_100_BSCRO508-24
253,BSCRO498-24_r_1.5_s_100_BSCRO498-24,BSCRO498-24,8314137,147,758,1533,0.0,30.0,10.596868884540118,9.0,>BSCRO498-24_r_1.5_s_100_BSCRO498-24
254,BSCRO530-24_r_1.3_s_100_BSCRO530-24,BSCRO530-24,10478083,1314,233,1533,0.0,137.0,87.59295499021526,91.0,>BSCRO530-24_r_1.3_s_100_BSCRO530-24
255,BSCRO486-24_r_1.5_s_50_BSCRO486-24,BSCRO486-24,5192966,103,301,1563,0.0,26.0,4.165067178502879,2.0,>BSCRO486-24_r_1.5_s_50_BSCRO486-24
256,BSCRO518-24_r_1.3_s_50_BSCRO518-24,BSCRO518-24,8487191,967,16,1536,7.0,104.0,68.474609375,71.0,>BSCRO518-24_r_1.3_s_50_BSCRO518-24
257,BSCRO485-24_r_1_s_50_BSCRO485-24,BSCRO485-24,6715479,336,474,1563,0.0,50.0,16.56429942418426,16.0,>BSCRO485-24_r_1_s_50_BSCRO485-24
258,BSCRO535-24_r_1_s_100_BSCRO535-24,BSCRO535-24,8163626,1171,654,1533,0.0,139.0,99.99412915851272,101.0,>BSCRO535-24_r_1_s_100_BSCRO535-24
259,BSCRO569-24_r_1.5_s_100_BSCRO569-24,BSCRO569-24,11474835,250,48,1563,0.0,99.0,16.969289827255277,11.0,>BSCRO569-24_r_1.5_s_100_BSCRO569-24
260,BSCRO512-24_r_1_s_50_BSCRO512-24,BSCRO512-24,8268631,1536,816,1536,36.0,158.0,100.154296875,95.0,>BSCRO512-24_r_1_s_50_BSCRO512-24
261,BSCRO528-24_r_1.3_s_50_BSCRO528-24,BSCRO528-24,6715123,1182,299,1533,0.0,131.0,87.81996086105676,89.0,>BSCRO528-24_r_1.3_s_50_BSCRO528-24
262,BSCRO477-24_r_1.3_s_100_BSCRO477-24,BSCRO477-24,6152942,317,643,1563,0.0,89.0,25.468330134357007,22.0,>BSCRO477-24_r_1.3_s_100_BSCRO477-24
263,BSCRO515-24_r_1.3_s_50_BSCRO515-24,BSCRO515-24,8071737,847,46,1536,0.0,128.0,43.197265625,44.0,>BSCRO515-24_r_1.3_s_50_BSCRO515-24
264,BSCRO564-24_r_1.3_s_100_BSCRO564-24,BSCRO564-24,1532767,95,229,1533,0.0,42.0,7.970645792563601,3.0,>BSCRO564-24_r_1.3_s_100_BSCRO564-24
265,BSCRO493-24_r_1_s_100_BSCRO493-24,BSCRO493-24,7991616,477,9,1533,0.0,59.0,28.1839530332681,27.0,>BSCRO493-24_r_1_s_100_BSCRO493-24
266,BSCRO545-24_r_1.5_s_50_BSCRO545-24,BSCRO545-24,1337250,85,44,1533,0.0,20.0,3.614481409001957,2.0,>BSCRO545-24_r_1.5_s_50_BSCRO545-24
267,BSCRO570-24_r_1.3_s_100_BSCRO570-24,BSCRO570-24,10811046,297,429,1563,0.0,72.0,24.715930902111324,25.0,>BSCRO570-24_r_1.3_s_100_BSCRO570-24
268,BSCRO499-24_r_1.3_s_100_BSCRO499-24,BSCRO499-24,5469568,452,25,1533,0.0,47.0,31.340508806262232,31.0,>BSCRO499-24_r_1.3_s_100_BSCRO499-24
269,BSCRO570-24_r_1_s_100_BSCRO570-24,BSCRO570-24,10811046,443,429,1563,0.0,85.0,36.86756238003839,38.0,>BSCRO570-24_r_1_s_100_BSCRO570-24
270,BSCRO536-24_r_1.5_s_50_BSCRO536-24,BSCRO536-24,11157790,593,120,1533,0.0,84.0,36.9706457925636,35.0,>BSCRO536-24_r_1.5_s_50_BSCRO536-24
271,BSCRO488-24_r_1_s_100_BSCRO488-24,BSCRO488-24,7290553,205,11,1563,0.0,37.0,16.483685220729367,17.0,>BSCRO488-24_r_1_s_100_BSCRO488-24
272,BSCRO502-24_r_1_s_50_BSCRO502-24,BSCRO502-24,6726105,1740,487,1533,0.0,150.0,106.559686888454,109.0,>BSCRO502-24_r_1_s_50_BSCRO502-24
273,BSCRO553-24_r_1.3_s_50_BSCRO553-24,BSCRO553-24,6901633,645,160,1533,0.0,76.0,34.31115459882583,33.0,>BSCRO553-24_r_1.3_s_50_BSCRO553-24
274,BSCRO502-24_r_1_s_100_BSCRO502-24,BSCRO502-24,6726105,1244,487,1533,0.0,129.0,90.28571428571428,92.0,>BSCRO502-24_r_1_s_100_BSCRO502-24
275,BSCRO490-24_r_1.5_s_100_BSCRO490-24,BSCRO490-24,10566446,333,581,1563,0.0,78.0,25.404990403071015,23.0,>BSCRO490-24_r_1.5_s_100_BSCRO490-24
276,BSCRO495-24_r_1_s_100_BSCRO495-24,BSCRO495-24,9941413,295,261,1533,0.0,44.0,21.77886497064579,21.0,>BSCRO495-24_r_1_s_100_BSCRO495-24
277,BSCRO514-24_r_1_s_100_BSCRO514-24,BSCRO514-24,10388786,1245,160,1536,55.0,160.0,102.880859375,99.0,>BSCRO514-24_r_1_s_100_BSCRO514-24
278,BSCRO563-24_r_1_s_100_BSCRO563-24,BSCRO563-24,2872481,272,432,1533,0.0,92.0,26.51859099804305,21.0,>BSCRO563-24_r_1_s_100_BSCRO563-24
279,BSCRO556-24_r_1.3_s_100_BSCRO556-24,BSCRO556-24,16060913,1193,29,1533,0.0,154.0,89.36203522504893,93.0,>BSCRO556-24_r_1.3_s_100_BSCRO556-24
280,BSCRO516-24_r_1.5_s_100_BSCRO516-24,BSCRO516-24,9057222,709,149,1536,0.0,79.0,45.072265625,49.0,>BSCRO516-24_r_1.5_s_100_BSCRO516-24
281,BSCRO554-24_r_1.5_s_50_BSCRO554-24,BSCRO554-24,7853391,606,307,1533,0.0,83.0,39.86888454011741,40.0,>BSCRO554-24_r_1.5_s_50_BSCRO554-24
282,BSCRO503-24_r_1.3_s_100_BSCRO503-24,BSCRO503-24,8017074,625,105,1539,17.0,74.0,44.79337231968811,44.0,>BSCRO503-24_r_1.3_s_100_BSCRO503-24
283,BSCRO499-24_r_1.3_s_50_BSCRO499-24,BSCRO499-24,5469568,639,25,1533,0.0,61.0,36.97847358121331,36.0,>BSCRO499-24_r_1.3_s_50_BSCRO499-24
