Sample ID	Sex	Reproduction	Life Stage	Extra Info	Notes	Voucher Status	Tissue Descriptor	External URLs	Associated Taxa	Associated Specimens
BGE_00847_A10						Frozen+ETOH	Skin tissue			
BGE_00847_A11						Frozen+ETOH	Skin tissue			
BGE_00847_A12						Frozen+ETOH	Skin tissue			
BGE_00847_B01						Frozen+ETOH	Skin tissue			
BGE_00847_B02						Frozen+ETOH	Skin tissue			
BGE_00847_B03						Frozen+ETOH	Skin tissue			
BGE_00847_B04						Frozen+ETOH	Skin tissue			
BGE_00847_B05						Frozen+ETOH	Skin tissue			
BGE_00847_B06						Frozen+ETOH	Skin tissue			
BGE_00847_B07						Frozen+ETOH	Skin tissue			
BGE_00847_B08						Frozen+ETOH	Skin tissue			
BGE_00847_B09						Frozen+ETOH	Skin tissue			
BGE_00847_B10						Frozen+ETOH	Skin tissue			
BGE_00847_B11						Frozen+ETOH	Skin tissue			
BGE_00847_B12						Frozen+ETOH	Skin tissue			
BGE_00847_C01						Frozen+ETOH	Skin tissue			
BGE_00847_C02						Frozen+ETOH	Skin tissue			
BGE_00847_C03						Frozen+ETOH	Skin tissue			
BGE_00847_C04						Frozen+ETOH	Skin tissue			
BGE_00847_C05						Frozen+ETOH	Skin tissue			
BGE_00847_C06						Frozen+ETOH	Skin tissue			
BGE_00847_C07						Frozen+ETOH	Skin tissue			
BGE_00847_C08						Frozen+ETOH	Skin tissue			
BGE_00847_C09						Frozen+ETOH	Skin tissue			
BGE_00847_C10						Frozen+ETOH	Skin tissue			
BGE_00847_C11						Frozen+ETOH	Skin tissue			
BGE_00847_C12						Frozen+ETOH	Skin tissue			
BGE_00847_D01						Frozen+ETOH	Skin tissue			
BGE_00847_D02						Frozen+ETOH	Skin tissue			
BGE_00847_D03						Frozen+ETOH	Skin tissue			
BGE_00847_D04						Frozen+ETOH	Skin tissue			
BGE_00847_D05						Frozen+ETOH	Skin tissue			
BGE_00847_D06						Frozen+ETOH	Skin tissue			
BGE_00847_D07						Frozen+ETOH	Skin tissue			
BGE_00847_D08						Frozen+ETOH	Skin tissue			
BGE_00847_D09						Frozen+ETOH	Skin tissue			
BGE_00847_D10						Frozen+ETOH	Skin tissue			
BGE_00847_D11						Frozen+ETOH	Skin tissue			
BGE_00847_D12						Frozen+ETOH	Skin tissue			
BGE_00847_E01						Frozen+ETOH	Skin tissue			
BGE_00847_E02						Frozen+ETOH	Skin tissue			
BGE_00847_E03						Frozen+ETOH	Skin tissue			
BGE_00847_E04						Frozen+ETOH	Skin tissue			
BGE_00847_E05						Frozen+ETOH	Skin tissue			
BGE_00847_E06						Frozen+ETOH	Skin tissue			
BGE_00847_E07						Frozen+ETOH	Skin tissue			
BGE_00847_E08						Frozen+ETOH	Skin tissue			
BGE_00847_E09						Frozen+ETOH	Skin tissue			
BGE_00847_E10						Frozen+ETOH	Skin tissue			
BGE_00847_E11						Frozen+ETOH	Skin tissue			
BGE_00847_E12						Frozen+ETOH	Skin tissue			
BGE_00847_F01						Frozen+ETOH	Skin tissue			
BGE_00847_F02						Frozen+ETOH	Skin tissue			
BGE_00847_F03						Frozen+ETOH	Skin tissue			
BGE_00847_F04						Frozen+ETOH	Skin tissue			
BGE_00847_F05						Frozen+ETOH	Skin tissue			
BGE_00847_F06						Frozen+ETOH	Skin tissue			
BGE_00847_F07						Frozen+ETOH	Skin tissue			
BGE_00847_F08						Frozen+ETOH	Skin tissue			
BGE_00847_F09						Frozen+ETOH	Skin tissue			
BGE_00847_F10						Frozen+ETOH	Skin tissue			
BGE_00847_F11						Frozen+ETOH	Skin tissue			
BGE_00847_F12						Frozen+ETOH	Skin tissue			
BGE_00847_G01						Frozen+ETOH	Skin tissue			
BGE_00847_G02						Frozen+ETOH	Skin tissue			
BGE_00847_G03						Frozen+ETOH	Skin tissue			
BGE_00847_G04						Frozen+ETOH	Skin tissue			
BGE_00847_G05						Frozen+ETOH	Skin tissue			
BGE_00847_G06						Frozen+ETOH	Skin tissue			
BGE_00847_G07						Frozen+ETOH	Skin tissue			
BGE_00847_G08						Frozen+ETOH	Skin tissue			
BGE_00847_G09						Frozen+ETOH	Skin tissue			
BGE_00847_G10						Frozen+ETOH	Skin tissue			
BGE_00847_G11						Frozen+ETOH	Skin tissue			
BGE_00847_G12						Frozen+ETOH	Skin tissue			
BGE_00847_H01						Frozen+ETOH	Skin tissue			
BGE_00847_H02						Frozen+ETOH	Skin tissue			
BGE_00847_H03						Frozen+ETOH	Skin tissue			
BGE_00847_H04						Frozen+ETOH	Skin tissue			
BGE_00847_H05						Frozen+ETOH	Skin tissue			
BGE_00847_H06						Frozen+ETOH	Skin tissue			
BGE_00847_H07						Frozen+ETOH	Skin tissue			
BGE_00847_H08						Frozen+ETOH	Skin tissue			
BGE_00847_H09						Frozen+ETOH	Skin tissue			
BGE_00847_H10						Frozen+ETOH	Skin tissue			
BGE_00847_H11						Frozen+ETOH	Skin tissue			
BGE_00848_A01						Frozen+ETOH	Skin tissue			
BGE_00848_A02						Frozen+ETOH	Skin tissue			
BGE_00848_A03						Frozen+ETOH	Skin tissue			
BGE_00848_A04						Frozen+ETOH	Skin tissue			
BGE_00848_A05						Frozen+ETOH	Skin tissue			
BGE_00848_A06						Frozen+ETOH	Skin tissue			
BGE_00848_A07						Frozen+ETOH	Skin tissue			
BGE_00848_A08						Frozen+ETOH	Skin tissue			
BGE_00848_A09						Frozen+ETOH	Skin tissue			
BGE_00848_A10						Frozen+ETOH	Skin tissue			
BGE_00848_A11						Frozen+ETOH	Skin tissue			
BGE_00848_A12						Frozen+ETOH	Skin tissue			
BGE_00848_B01						Frozen+ETOH	Skin tissue			
BGE_00848_B02						Frozen+ETOH	Skin tissue			
BGE_00848_B03						Frozen+ETOH	Skin tissue			
BGE_00848_B04						Frozen+ETOH	Skin tissue			
BGE_00848_B05						Frozen+ETOH	Skin tissue			
BGE_00848_B06						Frozen+ETOH	Skin tissue			
BGE_00848_B07						Frozen+ETOH	Skin tissue			
BGE_00848_B08						Frozen+ETOH	Skin tissue			
BGE_00848_B09						Frozen+ETOH	Skin tissue			
BGE_00848_B10						Frozen+ETOH	Skin tissue			
BGE_00848_B11						Frozen+ETOH	Skin tissue			
BGE_00848_B12						Frozen+ETOH	Skin tissue			
BGE_00848_C01						Frozen+ETOH	Skin tissue			
BGE_00848_C02						Frozen+ETOH	Skin tissue			
BGE_00848_C03						Frozen+ETOH	Skin tissue			
BGE_00848_C04						Frozen+ETOH	Skin tissue			
BGE_00848_C05						Frozen+ETOH	Skin tissue			
BGE_00848_C06						Frozen+ETOH	Skin tissue			
BGE_00848_C07						Frozen+ETOH	Skin tissue			
BGE_00848_C08						Frozen+ETOH	Skin tissue			
BGE_00848_C09						Frozen+ETOH	Skin tissue			
BGE_00848_C10						Frozen+ETOH	Skin tissue			
BGE_00848_C11						Frozen+ETOH	Skin tissue			
BGE_00848_C12						Frozen+ETOH	Skin tissue			
BGE_00848_D01						Frozen+ETOH	Skin tissue			
BGE_00848_D02						Frozen+ETOH	Skin tissue			
BGE_00848_D03						Frozen+ETOH	Skin tissue			
BGE_00848_D04						Frozen+ETOH	Skin tissue			
BGE_00848_D05						Frozen+ETOH	Skin tissue			
BGE_00848_D06						Frozen+ETOH	Skin tissue			
BGE_00848_D07						Frozen+ETOH	Skin tissue			
BGE_00848_D08						Frozen+ETOH	Skin tissue			
BGE_00848_D09						Frozen+ETOH	Skin tissue			
BGE_00848_D10						Frozen+ETOH	Skin tissue			
BGE_00848_D11						Frozen+ETOH	Skin tissue			
BGE_00848_D12						Frozen+ETOH	Skin tissue			
BGE_00848_E01						Frozen+ETOH	Skin tissue			
BGE_00848_E02						Frozen+ETOH	Skin tissue			
BGE_00848_E03						Frozen+ETOH	Skin tissue			
BGE_00848_E04						Frozen+ETOH	Skin tissue			
BGE_00848_E05						Frozen+ETOH	Skin tissue			
BGE_00848_E06						Frozen+ETOH	Skin tissue			
BGE_00848_E07						Frozen+ETOH	Skin tissue			
BGE_00848_E08						Frozen+ETOH	Skin tissue			
BGE_00848_E09						Frozen+ETOH	Skin tissue			
BGE_00848_E10						Frozen+ETOH	Skin tissue			
BGE_00848_E11						Frozen+ETOH	Skin tissue			
BGE_00848_E12						Frozen+ETOH	Skin tissue			
BGE_00848_F01						Frozen+ETOH	Skin tissue			
BGE_00848_F02						Frozen+ETOH	Skin tissue			
BGE_00848_F03						Frozen+ETOH	Skin tissue			
BGE_00848_F04						Frozen+ETOH	Skin tissue			
BGE_00848_F05						Frozen+ETOH	Skin tissue			
BGE_00848_F06						Frozen+ETOH	Skin tissue			
BGE_00848_F07						Frozen+ETOH	Skin tissue			
BGE_00848_F08						Frozen+ETOH	Skin tissue			
BGE_00848_F09						Frozen+ETOH	Skin tissue			
BGE_00848_F10						Frozen+ETOH	Skin tissue			
BGE_00848_F11						Frozen+ETOH	Skin tissue			
BGE_00848_F12						Frozen+ETOH	Skin tissue			
BGE_00848_G01						Frozen+ETOH	Skin tissue			
BGE_00848_G02						Frozen+ETOH	Skin tissue			
BGE_00848_G03						Frozen+ETOH	Skin tissue			
BGE_00848_G04						Frozen+ETOH	Skin tissue			
BGE_00848_G05						Frozen+ETOH	Skin tissue			
BGE_00848_G06						Frozen+ETOH	Skin tissue			
BGE_00848_G07						Frozen+ETOH	Skin tissue			
BGE_00848_G08						Frozen+ETOH	Skin tissue			
BGE_00848_G09						Frozen+ETOH	Skin tissue			
BGE_00848_G10						Frozen+ETOH	Skin tissue			
BGE_00848_G11						Frozen+ETOH	Skin tissue			
BGE_00848_G12						Frozen+ETOH	Skin tissue			
BGE_00848_H01						Frozen+ETOH	Skin tissue			
BGE_00848_H02						Frozen+ETOH	Skin tissue			
BGE_00848_H03						Frozen+ETOH	Skin tissue			
BGE_00848_H04						Frozen+ETOH	Skin tissue			
BGPT_019_A01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_G11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_H11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_A12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_B12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_C12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_D12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_E12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_019_F12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H01			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H02			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H03			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H04			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H05			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H06			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H07			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H08			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H09			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H10			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_G11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_H11			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_A12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_B12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_C12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_D12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_E12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_020_F12			Adult			Vouchered:Registered Collection	Whole specimen			
BGPT_018_A01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H01			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H02			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H03			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H04			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H05			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H06			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H07			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_G08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_H08			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_A09			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_B09			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_C09			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_D09			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_E09			Adult			Vouchered:Registered Collection	whole_specimen			
BGPT_018_F09			Adult			Vouchered:Registered Collection	whole_specimen			
