ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	7	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO021-24_r_1_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO021-24_r_1_s_100	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1479	Chernetidae	BSCRO021-24_r_1.3_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Chernetidae	BSCRO021-24_r_1.3_s_100	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	507	1245	Chernetidae,Atemnidae	BSCRO021-24_r_1.5_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	458	1140	Chernetidae,Atemnidae	BSCRO021-24_r_1.5_s_100	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO022-24_r_1_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO022-24_r_1_s_100	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1479	Chernetidae	BSCRO022-24_r_1.3_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Chernetidae	BSCRO022-24_r_1.3_s_100	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	606	1338	Chernetidae	BSCRO022-24_r_1.5_s_50	Chernes montigenus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	606	1317	Chernetidae	BSCRO022-24_r_1.5_s_100	Chernes montigenus	0
0	29	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	479	1239		BSCRO023-24_r_1_s_50	Lasiochernes graecus	0
0	22	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	444	1080	Phalangodidae	BSCRO023-24_r_1_s_100	Lasiochernes graecus	0
0	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	166	744	Phalangodidae	BSCRO023-24_r_1.3_s_50	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	181	525	Phalangodidae	BSCRO023-24_r_1.3_s_100	Lasiochernes graecus	0
0	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	131	456	Phalangodidae	BSCRO023-24_r_1.5_s_50	Lasiochernes graecus	0
0	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	89	237	Phalangodidae	BSCRO023-24_r_1.5_s_100	Lasiochernes graecus	0
28	58	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	650	1506	Chernetidae	BSCRO024-24_r_1_s_50	Lasiochernes graecus	0
22	31	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	650	1440	Chernetidae	BSCRO024-24_r_1_s_100	Lasiochernes graecus	0
7	8	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1392	Chernetidae	BSCRO024-24_r_1.3_s_50	Lasiochernes graecus	0
8	8	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1392	Chernetidae	BSCRO024-24_r_1.3_s_100	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	446	1140	Chernetidae	BSCRO024-24_r_1.5_s_50	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	430	1080	Chernetidae	BSCRO024-24_r_1.5_s_100	Lasiochernes graecus	0
1	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO025-24_r_1_s_50	Lasiochernes graecus	0
1	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae	BSCRO025-24_r_1_s_100	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1455	Chernetidae	BSCRO025-24_r_1.3_s_50	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1455	Chernetidae	BSCRO025-24_r_1.3_s_100	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	521	1212	Chernetidae,Atemnidae	BSCRO025-24_r_1.5_s_50	Lasiochernes graecus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	486	1125	Chernetidae	BSCRO025-24_r_1.5_s_100	Lasiochernes graecus	0
2	5	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	614	1419	Araneidae,Theridiidae,Linyphiidae,Salticidae	BSCRO026-24_r_1_s_50	Lasiochernes graecus	0
1	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	614	1359	Araneidae,Theridiidae,Salticidae	BSCRO026-24_r_1_s_100	Lasiochernes graecus	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	500	1167	Chernetidae	BSCRO026-24_r_1.3_s_50	Lasiochernes graecus	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	461	1044	Chernetidae	BSCRO026-24_r_1.3_s_100	Lasiochernes graecus	0
1	11	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	325	894	Vaejovidae,Agelenidae,Chernetidae	BSCRO026-24_r_1.5_s_50	Lasiochernes graecus	0
1	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	251	741	Vaejovidae,Chernetidae	BSCRO026-24_r_1.5_s_100	Lasiochernes graecus	6
0	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1527	Chernetidae	BSCRO027-24_r_1_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO027-24_r_1_s_100	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1470	Chernetidae	BSCRO027-24_r_1.3_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1467	Chernetidae	BSCRO027-24_r_1.3_s_100	Lasiochernes pilosus	0
2	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	434	1146	Salticidae,Trechaleidae,Ixodidae,Chernetidae,Atemnidae,Withiidae	BSCRO027-24_r_1.5_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	431	1119	Salticidae,Ixodidae,Chernetidae,Atemnidae	BSCRO027-24_r_1.5_s_100	Lasiochernes pilosus	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO028-24_r_1_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO028-24_r_1_s_100	Lasiochernes pilosus	0
0	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	647	1422	Chernetidae	BSCRO028-24_r_1.3_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	604	1341	Chernetidae	BSCRO028-24_r_1.3_s_100	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	476	1194	Salticidae,Chernetidae,Atemnidae,Withiidae	BSCRO028-24_r_1.5_s_50	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	476	1161	Salticidae,Trechaleidae,Chernetidae,Atemnidae,Withiidae	BSCRO028-24_r_1.5_s_100	Lasiochernes pilosus	0
18	65	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	652	1494	Chernetidae	BSCRO029-24_r_1_s_50	Lasiochernes pilosus	0
2	17	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1392	Chernetidae	BSCRO029-24_r_1_s_100	Lasiochernes pilosus	0
13	29	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	592	1371	Chernetidae	BSCRO029-24_r_1.3_s_50	Lasiochernes pilosus	6
4	20	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	548	1254	Chernetidae	BSCRO029-24_r_1.3_s_100	Lasiochernes pilosus	0
4	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	389	1056	Tetragnathidae,Salticidae,Clubionidae,Trechaleidae,Chernetidae,Atemnidae,Withiidae	BSCRO029-24_r_1.5_s_50	Lasiochernes pilosus	0
1	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	389	1056	Tetragnathidae,Salticidae,Clubionidae,Trechaleidae,Tetranychidae,Atemnidae,Withiidae	BSCRO029-24_r_1.5_s_100	Lasiochernes pilosus	0
6	66	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	652	1401	Chernetidae	BSCRO030-24_r_1_s_50	Lasiochernes pilosus	0
3	51	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	646	1302	Chernetidae	BSCRO030-24_r_1_s_100	Lasiochernes pilosus	0
1	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	549	1290	Chernetidae	BSCRO030-24_r_1.3_s_50	Lasiochernes pilosus	0
1	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	543	1161	Chernetidae	BSCRO030-24_r_1.3_s_100	Lasiochernes pilosus	0
14	14	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	357	930	Thomisidae,Withiidae	BSCRO030-24_r_1.5_s_50	Lasiochernes pilosus	0
14	14	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	351	879	Thomisidae,Withiidae	BSCRO030-24_r_1.5_s_100	Lasiochernes pilosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO031-24_r_1_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO031-24_r_1_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1455	Chernetidae	BSCRO031-24_r_1.3_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1455	Chernetidae	BSCRO031-24_r_1.3_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	529	1281	Chernetidae	BSCRO031-24_r_1.5_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	516	1227	Chernetidae	BSCRO031-24_r_1.5_s_100	Lasiochernes siculus	0
0	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1509	Chernetidae	BSCRO032-24_r_1_s_50	Lasiochernes siculus	0
0	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae	BSCRO032-24_r_1_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae	BSCRO032-24_r_1.3_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae	BSCRO032-24_r_1.3_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	489	1260	Chernetidae	BSCRO032-24_r_1.5_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	431	1122	Chernetidae	BSCRO032-24_r_1.5_s_100	Lasiochernes siculus	0
3	5	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae	BSCRO033-24_r_1_s_50	Lasiochernes siculus	0
3	4	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1482	Chernetidae	BSCRO033-24_r_1_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae	BSCRO033-24_r_1.3_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae	BSCRO033-24_r_1.3_s_100	Lasiochernes siculus	0
1	1	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	410	1179	Chernetidae	BSCRO033-24_r_1.5_s_50	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	393	1086	Chernetidae	BSCRO033-24_r_1.5_s_100	Lasiochernes siculus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae,Cheliferidae	BSCRO034-24_r_1_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae,Cheliferidae	BSCRO034-24_r_1_s_100	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Chernetidae,Cheliferidae	BSCRO034-24_r_1.3_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1473	Chernetidae,Cheliferidae	BSCRO034-24_r_1.3_s_100	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1425	Chernetidae,Cheliferidae	BSCRO034-24_r_1.5_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Chernetidae,Cheliferidae	BSCRO034-24_r_1.5_s_100	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1524	Theridiidae,Pisauridae	BSCRO035-24_r_1_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1521	Theridiidae,Pisauridae	BSCRO035-24_r_1_s_100	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1509	Theridiidae,Pisauridae	BSCRO035-24_r_1.3_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1443	Theridiidae,Pisauridae	BSCRO035-24_r_1.3_s_100	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1419	Theridiidae,Pisauridae	BSCRO035-24_r_1.5_s_50	Pselaphochernes anachoreta	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	654	1413	Theridiidae,Pisauridae	BSCRO035-24_r_1.5_s_100	Pselaphochernes anachoreta	0
21	51	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	537	1464	Argasidae	BSCRO036-24_r_1_s_50	Pselaphochernes italicus	0
10	30	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	549	1289	Ixodidae,Hydryphantidae,Anystidae,Rhagidiidae,Bdellidae,Cheliferidae,Neobisiidae,Olpiidae,Garypinidae	BSCRO036-24_r_1_s_100	Pselaphochernes italicus	0
18	23	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	553	1305	Antrodiaetidae,Sicariidae,Araneidae,Theridiidae,Thomisidae,Salticidae,Oppiidae	BSCRO036-24_r_1.3_s_50	Pselaphochernes italicus	0
5	10	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	508	1218	Zoridae,Oppiidae,Olpiidae,Cheiridiidae	BSCRO036-24_r_1.3_s_100	Pselaphochernes italicus	0
2	9	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	308	990	Linyphiidae,Sparassidae,Zodariidae,Oppiidae,Cheiridiidae	BSCRO036-24_r_1.5_s_50	Pselaphochernes italicus	0
2	2	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	345	873	Agelenidae,Archaeidae,Phytoseiidae,Oppiidae,Cheiridiidae	BSCRO036-24_r_1.5_s_100	Pselaphochernes italicus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae,Withiidae	BSCRO037-24_r_1_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae,Withiidae	BSCRO037-24_r_1_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae,Withiidae	BSCRO037-24_r_1.3_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae,Withiidae	BSCRO037-24_r_1.3_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1404	Chernetidae,Withiidae	BSCRO037-24_r_1.5_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1404	Chernetidae,Withiidae	BSCRO037-24_r_1.5_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1524	Chernetidae,Withiidae	BSCRO038-24_r_1_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1524	Chernetidae,Withiidae	BSCRO038-24_r_1_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae,Withiidae	BSCRO038-24_r_1.3_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1443	Chernetidae,Withiidae	BSCRO038-24_r_1.3_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1413	Chernetidae,Withiidae	BSCRO038-24_r_1.5_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1413	Chernetidae,Withiidae	BSCRO038-24_r_1.5_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae,Withiidae	BSCRO039-24_r_1_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1521	Chernetidae,Withiidae	BSCRO039-24_r_1_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1458	Chernetidae,Withiidae	BSCRO039-24_r_1.3_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1458	Chernetidae,Withiidae	BSCRO039-24_r_1.3_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1413	Chernetidae,Withiidae	BSCRO039-24_r_1.5_s_50	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chernetidae	BLAST	family	COI-5P	653	1413	Chernetidae,Withiidae	BSCRO039-24_r_1.5_s_100	Pselaphochernes lacertosus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1533	Ixodidae,Chthoniidae	BSCRO040-24_r_1_s_50	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1500	Ixodidae,Chthoniidae	BSCRO040-24_r_1_s_100	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1389	Ixodidae,Chthoniidae	BSCRO040-24_r_1.3_s_50	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1389	Ixodidae,Chthoniidae	BSCRO040-24_r_1.3_s_100	Chthonius densedentatus	0
0	6	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	481	1158	Theridiidae,Salticidae,Hydryphantidae,Halacaridae,Penthaleidae,Chthoniidae,Pseudotyrannochthoniidae	BSCRO040-24_r_1.5_s_50	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	481	1149	Theridiidae,Salticidae,Hydryphantidae,Halacaridae,Penthaleidae,Chthoniidae	BSCRO040-24_r_1.5_s_100	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1530	Ixodidae,Chthoniidae	BSCRO041-24_r_1_s_50	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1515	Ixodidae,Chthoniidae	BSCRO041-24_r_1_s_100	Chthonius densedentatus	0
0	0	data/BGE00501_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Chthoniidae	BLAST	family	COI-5P	657	1446	Ixodidae,Chthoniidae	BSCRO041-24_r_1.3_s_50	Chthonius densedentatus	0
