ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	marker_code	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1.5_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Scarabaeidae,Geotrupidae	BBIOP2394-24_r_1.5_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1.3_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1.3_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1.5_s_50	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1479	Hydraenidae,Scarabaeidae	BBIOP2395-24_r_1.5_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1.3_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1.3_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1515	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1.5_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1509	Hydraenidae,Scarabaeidae	BBIOP2396-24_r_1.5_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1.3_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1.3_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1509	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1.5_s_50	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1509	Hydraenidae,Scarabaeidae	BBIOP2397-24_r_1.5_s_100	Anoxia pilosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1_s_50	Anoxia australis	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1506	Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1.3_s_50	Anoxia australis	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1506	Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1.3_s_100	Anoxia australis	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1512	Staphylinidae,Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1.5_s_50	Anoxia australis	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1404	Staphylinidae,Hydraenidae,Scarabaeidae	BBIOP2398-24_r_1.5_s_100	Anoxia australis	0
5	10	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae,Geotrupidae	BBIOP2399-24_r_1_s_50	Anoxia villosa	0
15	17	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2399-24_r_1_s_100	Anoxia villosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2399-24_r_1.3_s_50	Anoxia villosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1530	Staphylinidae,Scarabaeidae	BBIOP2399-24_r_1.3_s_100	Anoxia villosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1455	Hydraenidae,Scarabaeidae,Syrphidae	BBIOP2399-24_r_1.5_s_50	Anoxia villosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1383	Hydraenidae,Scarabaeidae,Syrphidae	BBIOP2399-24_r_1.5_s_100	Anoxia villosa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1.3_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1.3_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1.5_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2400-24_r_1.5_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1.3_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1.3_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1.5_s_50	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2401-24_r_1.5_s_100	Melolontha papposa	0
7	16	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2402-24_r_1_s_50	Melolontha papposa	0
19	44	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1509	Scarabaeidae	BBIOP2402-24_r_1_s_100	Melolontha papposa	0
2	7	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2402-24_r_1.3_s_50	Melolontha papposa	0
12	26	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1509	Scarabaeidae	BBIOP2402-24_r_1.3_s_100	Melolontha papposa	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1521	Scarabaeidae	BBIOP2402-24_r_1.5_s_50	Melolontha papposa	0
13	14	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1509	Scarabaeidae	BBIOP2402-24_r_1.5_s_100	Melolontha papposa	0
9	56	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1_s_50	Acanthobodilus immundus	0
4	43	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1_s_100	Acanthobodilus immundus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1.3_s_50	Acanthobodilus immundus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1.3_s_100	Acanthobodilus immundus	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1.5_s_50	Acanthobodilus immundus	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1542	Scarabaeidae	BBIOP2403-24_r_1.5_s_100	Acanthobodilus immundus	0
7	22	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Scarabaeidae	BBIOP2404-24_r_1_s_50	Agolius bonvouloiri	0
5	18	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1491	Scarabaeidae	BBIOP2404-24_r_1_s_100	Agolius bonvouloiri	0
1	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1527	Scarabaeidae	BBIOP2404-24_r_1.3_s_50	Agolius bonvouloiri	0
5	6	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1473	Scarabaeidae	BBIOP2404-24_r_1.3_s_100	Agolius bonvouloiri	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1479	Scarabaeidae	BBIOP2404-24_r_1.5_s_50	Agolius bonvouloiri	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1425	Scarabaeidae	BBIOP2404-24_r_1.5_s_100	Agolius bonvouloiri	0
18	55	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1491	Scarabaeidae,Agromyzidae,Tachinidae	BBIOP2405-24_r_1_s_50	Agolius bonvouloiri	0
17	45	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1428	Scarabaeidae	BBIOP2405-24_r_1_s_100	Agolius bonvouloiri	0
3	6	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1449	Scarabaeidae	BBIOP2405-24_r_1.3_s_50	Agolius bonvouloiri	0
4	4	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	641	1395	Scarabaeidae	BBIOP2405-24_r_1.3_s_100	Agolius bonvouloiri	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1449	Staphylinidae,Scarabaeidae	BBIOP2405-24_r_1.5_s_50	Agolius bonvouloiri	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	582	1287	Scarabaeidae	BBIOP2405-24_r_1.5_s_100	Agolius bonvouloiri	0
33	104	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1509	Tettigoniidae,Ulidiidae,Vespidae	BBIOP2406-24_r_1_s_50	Agrilinus constans	0
19	78	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1464	Dermestidae	BBIOP2406-24_r_1_s_100	Agrilinus constans	0
15	36	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	608	1386	Tettigoniidae,Cicadellidae,Dermestidae,Bostrichidae,Psychodidae,Ulidiidae,Oestridae,Vespidae,Tetracampidae	BBIOP2406-24_r_1.3_s_50	Agrilinus constans	0
14	25	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	531	1269	Tettigoniidae,Dermestidae,Bostrichidae,Psychodidae,Tephritidae,Oestridae,Vespidae,Tetracampidae	BBIOP2406-24_r_1.3_s_100	Agrilinus constans	0
0	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	416	1140	Reduviidae,Bombyliidae,Tephritidae,Calliphoridae,Sarcophagidae,Oestridae	BBIOP2406-24_r_1.5_s_50	Agrilinus constans	0
1	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	205	990	Reduviidae,Tephritidae,Ulidiidae,Calliphoridae,Sarcophagidae,Oestridae	BBIOP2406-24_r_1.5_s_100	Agrilinus constans	0
7	21	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	641	1533	Staphylinidae,Hydraenidae,Scarabaeidae,Drosophilidae,Sarcophagidae	BBIOP2407-24_r_1_s_50	Agrilinus constans	0
0	13	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	581	1458	Scarabaeidae	BBIOP2407-24_r_1_s_100	Agrilinus constans	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1509	Staphylinidae,Scarabaeidae,Trogidae	BBIOP2407-24_r_1.3_s_50	Agrilinus constans	0
3	3	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	581	1434	Staphylinidae,Hydraenidae,Scarabaeidae	BBIOP2407-24_r_1.3_s_100	Agrilinus constans	0
2	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1398	Scarabaeidae	BBIOP2407-24_r_1.5_s_50	Agrilinus constans	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	582	1323	Staphylinidae,Scarabaeidae,Trogidae,Geotrupidae,Syrphidae	BBIOP2407-24_r_1.5_s_100	Agrilinus constans	0
2	18	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	642	1431	Staphylinidae,Tachinidae,Oecophoridae	BBIOP2408-24_r_1_s_50	Agrilinus ibericus	0
1	14	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	600	1233	Hydraenidae,Scarabaeidae,Chrysomelidae	BBIOP2408-24_r_1_s_100	Agrilinus ibericus	0
3	7	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	564	1176	Hydrophilidae,Scarabaeidae	BBIOP2408-24_r_1.3_s_50	Agrilinus ibericus	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	487	879	Scarabaeidae	BBIOP2408-24_r_1.3_s_100	Agrilinus ibericus	0
1	8	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	488	1041	Scarabaeidae,Geotrupidae,Culicidae,Chironomidae,Gracillariidae	BBIOP2408-24_r_1.5_s_50	Agrilinus ibericus	0
1	1	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	486	861	Staphylinidae,Scarabaeidae,Geotrupidae,Cleridae,Drosophilidae,Gracillariidae	BBIOP2408-24_r_1.5_s_100	Agrilinus ibericus	0
10	14	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	588	1440	Carabidae,Scarabaeidae,Syrphidae	BBIOP2409-24_r_1_s_50	Agrilinus rufus	0
0	4	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	574	1359	Scarabaeidae,Lucanidae,Lampyridae,Cerambycidae	BBIOP2409-24_r_1_s_100	Agrilinus rufus	0
8	10	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	480	1164	Tettigoniidae,Scarabaeidae,Ulidiidae,Vespidae	BBIOP2409-24_r_1.3_s_50	Agrilinus rufus	0
0	3	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	464	981	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BBIOP2409-24_r_1.3_s_100	Agrilinus rufus	0
9	11	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	343	783	Tettigoniidae,Scarabaeidae,Ulidiidae,Vespidae	BBIOP2409-24_r_1.5_s_50	Agrilinus rufus	0
0	2	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	324	666	Tettigoniidae,Nitidulidae,Curculionidae,Bostrichidae,Ptinidae,Ulidiidae,Vespidae,Tetracampidae	BBIOP2409-24_r_1.5_s_100	Agrilinus rufus	0
2	3	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1542	Scarabaeidae	BBIOP2410-24_r_1_s_50	Ammoecius dentatus	0
4	5	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1542	Scarabaeidae	BBIOP2410-24_r_1_s_100	Ammoecius dentatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1542	Scarabaeidae	BBIOP2410-24_r_1.3_s_50	Ammoecius dentatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1542	Scarabaeidae	BBIOP2410-24_r_1.3_s_100	Ammoecius dentatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1524	Scarabaeidae	BBIOP2410-24_r_1.5_s_50	Ammoecius dentatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	657	1518	Scarabaeidae	BBIOP2410-24_r_1.5_s_100	Ammoecius dentatus	0
26	57	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae,Melandryidae,Psychodidae,Syrphidae,Calliphoridae	BBIOP2411-24_r_1_s_50	Ammoecius elevatus	0
13	44	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1530	Dytiscidae,Carabidae,Psychodidae,Lonchopteridae,Syrphidae	BBIOP2411-24_r_1_s_100	Ammoecius elevatus	0
10	27	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1398	Staphylinidae,Scarabaeidae,Nitidulidae,Muscidae,Anthomyiidae	BBIOP2411-24_r_1.3_s_50	Ammoecius elevatus	0
15	20	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	656	1389	Hydraenidae,Scarabaeidae,Drosophilidae,Muscidae,Sarcophagidae	BBIOP2411-24_r_1.3_s_100	Ammoecius elevatus	0
3	12	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	591	1335	Carabidae,Staphylinidae,Scarabaeidae,Buprestidae	BBIOP2411-24_r_1.5_s_50	Ammoecius elevatus	0
2	23	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	503	1236	Carabidae,Staphylinidae,Scarabaeidae,Trogidae,Buprestidae	BBIOP2411-24_r_1.5_s_100	Ammoecius elevatus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2412-24_r_1_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2412-24_r_1_s_100	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2412-24_r_1.3_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2412-24_r_1.3_s_100	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1524	Scarabaeidae	BBIOP2412-24_r_1.5_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1524	Scarabaeidae	BBIOP2412-24_r_1.5_s_100	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2413-24_r_1_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2413-24_r_1_s_100	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2413-24_r_1.3_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2413-24_r_1.3_s_100	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1509	Scarabaeidae	BBIOP2413-24_r_1.5_s_50	Ammoecius frigidus	0
0	0	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1503	Scarabaeidae	BBIOP2413-24_r_1.5_s_100	Ammoecius frigidus	0
6	8	data/BGE00105_MGE-BGE_r1_1.3_1.5_s50_100.fasta	None	Scarabaeidae	BLAST	family	COI-5P	655	1530	Scarabaeidae	BBIOP2414-24_r_1_s_50	Ammoecius lusitanicus	0
